annotation_id,annotator,is_control_task,mixed_set,mixed_topics,mixed_words,quartile,sentiment,similarity,topic1_words,topic2_words,task_id,task_type,model
71268536,annotator_4,False,<b>modal</b><br><b>formula</b><br><b>proposition</b><br>mathematics<br><b>logic</b><br>proof<br>axiom<br>mathematical,"[21, 12]","['mathematics', 'mathematical', 'axiom', 'proof', 'logic', 'modal', 'proposition', 'formula']",0,2,0.8319962024688721,"['mathematics', 'mathematical', 'axiom', 'proof']","['logic', 'modal', 'proposition', 'formula']",task_122,mix_21_12_closest,
71269081,annotator_4,False,gene<br>organism<br><b>trait</b><br>population<br><b>biological</b><br>selection<br><b>fitness</b><br><b>evolutionary</b>,[9],"['gene', 'selection', 'organism', 'population', 'fitness', 'evolutionary', 'trait', 'biological']",-1,1,1.0,"['gene', 'selection', 'organism', 'population']","['fitness', 'evolutionary', 'trait', 'biological']",task_84,single,
71268335,annotator_4,False,biology<br><b>protein</b><br><b>process</b><br>organism<br><b>system</b><br><b>biological</b><br>cell<br>life,[15],"['cell', 'life', 'organism', 'biology', 'system', 'biological', 'protein', 'process']",-1,1,1.0,"['cell', 'life', 'organism', 'biology']","['system', 'biological', 'protein', 'process']",task_211,single,
71268670,annotator_4,False,statement<br>law<br>regularity<br><b>realism</b><br><b>scientific</b><br><b>realist</b><br>system<br><b>theory</b>,"[14, 4]","['law', 'system', 'statement', 'regularity', 'theory', 'realist', 'scientific', 'realism']",0,2,0.7450006008148193,"['law', 'system', 'statement', 'regularity']","['theory', 'realist', 'scientific', 'realism']",task_421,mix_14_4_closest,
71268244,annotator_4,False,past<br><b>velocity</b><br><b>clock</b><br><b>simultaneity</b><br>temporal<br><b>light</b><br>event<br>time,"[30, 35]","['time', 'event', 'past', 'temporal', 'clock', 'velocity', 'light', 'simultaneity']",0,1,0.7849959135055542,"['time', 'event', 'past', 'temporal']","['clock', 'velocity', 'light', 'simultaneity']",task_223,mix_30_35_closest,
71268444,annotator_4,False,<b>belief</b><br>kant<br>experience<br>object<br>concept<br><b>believe</b><br><b>agent</b><br><b>epistemic</b>,"[0, 5]","['object', 'experience', 'kant', 'concept', 'belief', 'epistemic', 'agent', 'believe']",0,1,0.689145565032959,"['object', 'experience', 'kant', 'concept']","['belief', 'epistemic', 'agent', 'believe']",task_391,mix_0_5_closest,
71268504,annotator_4,False,<b>system</b><br>model<br>represent<br><b>level</b><br>use<br><b>behavior</b><br><b>state</b><br>simulation,"[15, 29]","['system', 'level', 'state', 'behavior', 'model', 'use', 'represent', 'simulation']",0,1,0.7060441374778748,"['system', 'level', 'state', 'behavior']","['model', 'use', 'represent', 'simulation']",task_288,mix_15_29_closest,
71268639,annotator_4,False,<b>cause</b><br><b>causation</b><br>knowledge<br><b>law</b><br>epistemic<br>justification<br><b>causal</b><br>belief,"[4, 6]","['causal', 'causation', 'cause', 'law', 'belief', 'epistemic', 'justification', 'knowledge']",0,2,0.6861698627471924,"['causal', 'causation', 'cause', 'law']","['belief', 'epistemic', 'justification', 'knowledge']",task_2,mix_4_6_closest,
71269094,annotator_4,False,<b>nominalist</b><br><b>indispensability</b><br>fictionalist<br>platonist<br>colyvan<br><b>nominalistic</b><br><b>nominalistically</b><br>fictionalism,[24],"['nominalistic', 'indispensability', 'nominalistically', 'nominalist', 'colyvan', 'platonist', 'fictionalist', 'fictionalism']",-1,1,1.0,"['nominalistic', 'indispensability', 'nominalistically', 'nominalist']","['colyvan', 'platonist', 'fictionalist', 'fictionalism']",task_339,single,
71268468,annotator_4,False,hypothesis<br><b>measure</b><br><b>probability</b><br>degree<br><b>value</b><br>case<br><b>evidence</b><br>chance,[2],"['probability', 'value', 'measure', 'evidence', 'hypothesis', 'case', 'degree', 'chance']",-1,1,1.0,"['probability', 'value', 'measure', 'evidence']","['hypothesis', 'case', 'degree', 'chance']",task_264,single,
71268548,annotator_4,False,explanandum<br><b>schlick</b><br>hempel<br><b>carnap</b><br><b>neurath</b><br><b>language</b><br>explanatory<br>explanation,"[27, 42]","['explanation', 'hempel', 'explanatory', 'explanandum', 'carnap', 'neurath', 'schlick', 'language']",0,1,0.7922521233558655,"['explanation', 'hempel', 'explanatory', 'explanandum']","['carnap', 'neurath', 'schlick', 'language']",task_135,mix_27_42_closest,
71268956,annotator_4,False,realist<br><b>russell</b><br>world<br><b>false</b><br><b>true</b><br>truth<br><b>proposition</b><br>realism,"[42, 15]","['realist', 'realism', 'truth', 'world', 'proposition', 'false', 'true', 'russell']",0,1,0.7750512361526489,"['realist', 'realism', 'truth', 'world']","['proposition', 'false', 'true', 'russell']",task_457,mix_42_15_closest,
71268262,annotator_4,False,model<br>simulation<br>target<br>representation<br><b>hempel</b><br><b>explanandum</b><br><b>explanatory</b><br><b>explanation</b>,"[13, 27]","['model', 'simulation', 'representation', 'target', 'explanation', 'hempel', 'explanatory', 'explanandum']",0,2,0.7463899850845337,"['model', 'simulation', 'representation', 'target']","['explanation', 'hempel', 'explanatory', 'explanandum']",task_141,mix_13_27_closest,
71268999,annotator_4,False,measurement<br><b>quantum</b><br>spin<br><b>wave</b><br><b>particle</b><br><b>energy</b><br>operator<br>mechanic,"[17, 24]","['particle', 'quantum', 'energy', 'wave', 'spin', 'measurement', 'operator', 'mechanic']",0,1,0.8258045315742493,"['particle', 'quantum', 'energy', 'wave']","['spin', 'measurement', 'operator', 'mechanic']",task_105,mix_17_24_closest,
71268563,annotator_4,False,social<br>society<br><b>popper</b><br><b>lakatos</b><br>science<br><b>laudan</b><br>sociology<br><b>rationality</b>,"[7, 16]","['social', 'science', 'society', 'sociology', 'laudan', 'popper', 'lakatos', 'rationality']",0,1,0.7482129335403442,"['social', 'science', 'society', 'sociology']","['laudan', 'popper', 'lakatos', 'rationality']",task_74,mix_7_16_closest,
71268353,annotator_4,False,theory<br><b>relativity</b><br><b>point</b><br>particle<br><b>time</b><br><b>space</b><br>quantum<br>state,"[5, 6]","['quantum', 'state', 'particle', 'theory', 'time', 'space', 'relativity', 'point']",0,1,0.7351412773132324,"['quantum', 'state', 'particle', 'theory']","['time', 'space', 'relativity', 'point']",task_162,mix_5_6_closest,
71268776,annotator_4,False,<b>motion</b><br>particle<br>mechanic<br>quantum<br><b>galileo</b><br><b>newton</b><br><b>kant</b><br>measurement,"[8, 4]","['quantum', 'particle', 'measurement', 'mechanic', 'kant', 'newton', 'motion', 'galileo']",0,1,0.7115777730941772,"['quantum', 'particle', 'measurement', 'mechanic']","['kant', 'newton', 'motion', 'galileo']",task_80,mix_8_4_closest,
71268565,annotator_4,False,explanation<br><b>paribus</b><br><b>ceteris</b><br>explanandum<br><b>regularity</b><br>hempel<br>explanatory<br><b>law</b>,"[13, 33]","['law', 'ceteris', 'paribus', 'regularity', 'explanation', 'explanatory', 'hempel', 'explanandum']",0,1,0.7935648560523987,"['law', 'ceteris', 'paribus', 'regularity']","['explanation', 'explanatory', 'hempel', 'explanandum']",task_61,mix_13_33_closest,
71269050,annotator_4,False,testimony<br><b>epistemic</b><br><b>doxastic</b><br><b>justification</b><br>justified<br><b>belief</b><br>knowledge<br>cognitive,[46],"['belief', 'epistemic', 'justification', 'doxastic', 'knowledge', 'testimony', 'justified', 'cognitive']",-1,1,1.0,"['belief', 'epistemic', 'justification', 'doxastic']","['knowledge', 'testimony', 'justified', 'cognitive']",task_150,single,
71268666,annotator_4,False,<b>cause</b><br>intervention<br><b>causation</b><br><b>causal</b><br>effect<br>correlation<br>causally<br><b>variable</b>,[7],"['causal', 'cause', 'causation', 'variable', 'intervention', 'effect', 'causally', 'correlation']",-1,1,1.0,"['causal', 'cause', 'causation', 'variable']","['intervention', 'effect', 'causally', 'correlation']",task_425,single,
71268405,annotator_4,False,<b>object</b><br>exist<br><b>relation</b><br><b>world</b><br>identity<br>thing<br>entity<br><b>property</b>,[7],"['world', 'object', 'relation', 'property', 'exist', 'identity', 'entity', 'thing']",-1,1,1.0,"['world', 'object', 'relation', 'property']","['exist', 'identity', 'entity', 'thing']",task_277,single,
71268714,annotator_4,False,<b>use</b><br><b>datum</b><br>hypothesis<br><b>experiment</b><br>evidence<br><b>test</b><br>experimental<br>result,[0],"['experiment', 'datum', 'test', 'use', 'result', 'hypothesis', 'experimental', 'evidence']",-1,1,1.0,"['experiment', 'datum', 'test', 'use']","['result', 'hypothesis', 'experimental', 'evidence']",task_261,single,
71268328,annotator_4,False,<b>dna</b><br><b>gene</b><br>selection<br><b>cell</b><br>trait<br>population<br><b>molecular</b><br>fitness,"[21, 8]","['gene', 'dna', 'molecular', 'cell', 'fitness', 'selection', 'population', 'trait']",0,1,0.746430516242981,"['gene', 'dna', 'molecular', 'cell']","['fitness', 'selection', 'population', 'trait']",task_428,mix_21_8_closest,
71268938,annotator_4,False,<b>set</b><br>function<br><b>theorem</b><br>definition<br><b>axiom</b><br><b>proof</b><br>logic<br>formula,[3],"['axiom', 'set', 'theorem', 'proof', 'logic', 'formula', 'definition', 'function']",-1,1,1.0,"['axiom', 'set', 'theorem', 'proof']","['logic', 'formula', 'definition', 'function']",task_414,single,
71268434,annotator_4,False,perceptual<br><b>object</b><br><b>color</b><br>image<br><b>experience</b><br><b>perception</b><br>red<br>visual,[17],"['experience', 'object', 'perception', 'color', 'perceptual', 'visual', 'red', 'image']",-1,1,1.0,"['experience', 'object', 'perception', 'color']","['perceptual', 'visual', 'red', 'image']",task_305,single,
71268388,annotator_4,False,neuroscience<br><b>neuron</b><br><b>neuroscientists</b><br>neural<br><b>cortical</b><br>processing<br><b>brain</b><br>cortex,[6],"['neural', 'processing', 'neuroscience', 'cortex', 'neuroscientists', 'brain', 'cortical', 'neuron']",-1,1,1.0,"['neural', 'processing', 'neuroscience', 'cortex']","['neuroscientists', 'brain', 'cortical', 'neuron']",task_325,single,
71268345,annotator_4,False,<b>philosophy</b><br><b>kant</b><br>concept<br><b>object</b><br>knowledge<br>science<br><b>sense</b><br>experience,[20],"['concept', 'knowledge', 'experience', 'science', 'object', 'sense', 'kant', 'philosophy']",-1,1,1.0,"['concept', 'knowledge', 'experience', 'science']","['object', 'sense', 'kant', 'philosophy']",task_254,single,
71268811,annotator_4,False,game<br><b>structure</b><br><b>player</b><br>model<br><b>representation</b><br>system<br><b>simulation</b><br>set,[6],"['model', 'system', 'game', 'set', 'player', 'simulation', 'representation', 'structure']",-1,1,1.0,"['model', 'system', 'game', 'set']","['player', 'simulation', 'representation', 'structure']",task_398,single,
71268975,annotator_4,False,<b>verisimilitude</b><br>falsification<br><b>miller</b><br>programme<br><b>popper</b><br><b>lakatos</b><br>hypothesis<br>truthlikeness,[3],"['popper', 'verisimilitude', 'miller', 'lakatos', 'hypothesis', 'truthlikeness', 'programme', 'falsification']",-1,1,1.0,"['popper', 'verisimilitude', 'miller', 'lakatos']","['hypothesis', 'truthlikeness', 'programme', 'falsification']",task_98,single,
71268653,annotator_4,False,term<br><b>theory</b><br>logical<br><b>structure</b><br><b>theoretical</b><br>statement<br><b>empirical</b><br>carnap,"[44, 3]","['statement', 'carnap', 'logical', 'term', 'theory', 'theoretical', 'empirical', 'structure']",0,1,0.7410337924957275,"['statement', 'carnap', 'logical', 'term']","['theory', 'theoretical', 'empirical', 'structure']",task_312,mix_44_3_closest,
71268415,annotator_4,False,<b>clock</b><br><b>einstein</b><br>law<br>equilibrium<br>entropy<br><b>spacetime</b><br><b>relativity</b><br>energy,"[0, 1]","['spacetime', 'einstein', 'relativity', 'clock', 'entropy', 'equilibrium', 'law', 'energy']",0,2,0.7584131956100464,"['spacetime', 'einstein', 'relativity', 'clock']","['entropy', 'equilibrium', 'law', 'energy']",task_11,mix_0_1_closest,
71268917,annotator_4,False,<b>state</b><br><b>object</b><br>law<br>explanation<br>causal<br><b>mental</b><br>cause<br><b>property</b>,"[4, 2]","['causal', 'cause', 'law', 'explanation', 'property', 'state', 'mental', 'object']",0,1,0.7615901231765747,"['causal', 'cause', 'law', 'explanation']","['property', 'state', 'mental', 'object']",task_159,mix_4_2_closest,
71268878,annotator_4,False,chance<br>credal<br><b>action</b><br><b>utility</b><br>credence<br><b>agent</b><br><b>decision</b><br>update,"[16, 24]","['agent', 'action', 'utility', 'decision', 'credence', 'chance', 'update', 'credal']",0,1,0.7615151405334473,"['agent', 'action', 'utility', 'decision']","['credence', 'chance', 'update', 'credal']",task_446,mix_16_24_closest,
71268430,annotator_4,False,fitness<br>population<br><b>drift</b><br><b>group</b><br><b>evolutionary</b><br><b>individual</b><br>selection<br>trait,[8],"['fitness', 'selection', 'population', 'trait', 'group', 'drift', 'evolutionary', 'individual']",-1,1,1.0,"['fitness', 'selection', 'population', 'trait']","['group', 'drift', 'evolutionary', 'individual']",task_418,single,
71268848,annotator_4,False,market<br><b>utility</b><br><b>decision</b><br><b>bet</b><br>economic<br>economist<br>economics<br><b>preference</b>,"[23, 16]","['economic', 'economics', 'economist', 'market', 'utility', 'preference', 'decision', 'bet']",0,1,0.7392826676368713,"['economic', 'economics', 'economist', 'market']","['utility', 'preference', 'decision', 'bet']",task_140,mix_23_16_closest,
71268484,annotator_4,False,<b>linguistic</b><br>grammar<br><b>mental</b><br>child<br><b>representation</b><br>chomsky<br><b>cognitive</b><br>language,[37],"['chomsky', 'grammar', 'child', 'language', 'linguistic', 'cognitive', 'mental', 'representation']",-1,1,1.0,"['chomsky', 'grammar', 'child', 'language']","['linguistic', 'cognitive', 'mental', 'representation']",task_38,single,
71268559,annotator_4,False,<b>number</b><br>define<br><b>mathematical</b><br>definition<br>set<br>model<br><b>mathematics</b><br><b>proof</b>,"[9, 23]","['set', 'model', 'definition', 'define', 'mathematical', 'number', 'mathematics', 'proof']",0,1,0.8014382123947144,"['set', 'model', 'definition', 'define']","['mathematical', 'number', 'mathematics', 'proof']",task_251,mix_9_23_closest,
71268922,annotator_4,False,bayesian<br><b>probability</b><br>hypothesis<br><b>frequency</b><br><b>propensity</b><br>test<br><b>chance</b><br>confirmation,"[42, 45]","['probability', 'frequency', 'propensity', 'chance', 'confirmation', 'test', 'hypothesis', 'bayesian']",0,1,0.8067229986190796,"['probability', 'frequency', 'propensity', 'chance']","['confirmation', 'test', 'hypothesis', 'bayesian']",task_51,mix_42_45_closest,
71268526,annotator_4,False,<b>gene</b><br>selection<br>population<br>trait<br>fitness<br><b>organism</b><br><b>evolutionary</b><br><b>drift</b>,[47],"['fitness', 'selection', 'population', 'trait', 'evolutionary', 'gene', 'drift', 'organism']",-1,1,1.0,"['fitness', 'selection', 'population', 'trait']","['evolutionary', 'gene', 'drift', 'organism']",task_117,single,
71268895,annotator_4,False,<b>eigenstate</b><br>eigenvalue<br><b>eigenstates</b><br><b>quantum</b><br>observables<br>kochen<br>eigenvector<br><b>superposition</b>,[7],"['quantum', 'eigenstate', 'eigenstates', 'superposition', 'eigenvalue', 'observables', 'eigenvector', 'kochen']",-1,1,1.0,"['quantum', 'eigenstate', 'eigenstates', 'superposition']","['eigenvalue', 'observables', 'eigenvector', 'kochen']",task_351,single,
71268932,annotator_4,False,<b>spacetime</b><br>relativity<br>einstein<br><b>time</b><br><b>space</b><br>motion<br><b>field</b><br>theory,[13],"['space', 'spacetime', 'field', 'time', 'relativity', 'einstein', 'theory', 'motion']",-1,1,1.0,"['space', 'spacetime', 'field', 'time']","['relativity', 'einstein', 'theory', 'motion']",task_201,single,
71268479,annotator_4,False,<b>probability</b><br><b>chance</b><br><b>frequency</b><br>finetti<br>distribution<br>sequence<br>statistical<br><b>propensity</b>,[42],"['probability', 'frequency', 'propensity', 'chance', 'distribution', 'statistical', 'sequence', 'finetti']",-1,1,1.0,"['probability', 'frequency', 'propensity', 'chance']","['distribution', 'statistical', 'sequence', 'finetti']",task_42,single,
71269086,annotator_4,False,truth<br><b>use</b><br><b>object</b><br>sentence<br><b>term</b><br>language<br><b>world</b><br>true,[6],"['sentence', 'language', 'truth', 'true', 'object', 'world', 'term', 'use']",-1,1,1.0,"['sentence', 'language', 'truth', 'true']","['object', 'world', 'term', 'use']",task_244,single,
71268364,annotator_4,False,<b>peirce</b><br><b>abduction</b><br>herschel<br>phenomenology<br><b>whewell</b><br><b>husserl</b><br>induction<br>phenomenological,[34],"['peirce', 'husserl', 'whewell', 'abduction', 'phenomenology', 'induction', 'phenomenological', 'herschel']",-1,1,1.0,"['peirce', 'husserl', 'whewell', 'abduction']","['phenomenology', 'induction', 'phenomenological', 'herschel']",task_123,single,
71268274,annotator_4,False,<b>science</b><br><b>theory</b><br>scientist<br>philosophy<br><b>scientific</b><br>kuhn<br><b>social</b><br>research,[4],"['science', 'theory', 'scientific', 'social', 'scientist', 'philosophy', 'kuhn', 'research']",-1,1,1.0,"['science', 'theory', 'scientific', 'social']","['scientist', 'philosophy', 'kuhn', 'research']",task_396,single,
71268204,annotator_4,False,<b>logic</b><br>language<br><b>formula</b><br>axiom<br><b>sentence</b><br><b>predicate</b><br>modal<br>proposition,[3],"['sentence', 'logic', 'formula', 'predicate', 'modal', 'proposition', 'axiom', 'language']",-1,1,1.0,"['sentence', 'logic', 'formula', 'predicate']","['modal', 'proposition', 'axiom', 'language']",task_15,single,
71268325,annotator_4,False,symmetry<br><b>time</b><br>field<br><b>motion</b><br><b>einstein</b><br>point<br>space<br><b>force</b>,"[21, 35]","['space', 'field', 'point', 'symmetry', 'force', 'motion', 'einstein', 'time']",0,1,0.7024147510528564,"['space', 'field', 'point', 'symmetry']","['force', 'motion', 'einstein', 'time']",task_311,mix_21_35_closest,
71268951,annotator_4,False,<b>mise</b><br>probability<br><b>fetzer</b><br>exchangeable<br>inductive<br><b>propensity</b><br>finetti<br><b>propen</b>,"[13, 40]","['inductive', 'finetti', 'probability', 'exchangeable', 'fetzer', 'propensity', 'propen', 'mise']",0,1,0.8483396768569946,"['inductive', 'finetti', 'probability', 'exchangeable']","['fetzer', 'propensity', 'propen', 'mise']",task_361,mix_13_40_closest,
71268458,annotator_4,False,quantification<br><b>bisimilar</b><br>quantifier<br><b>gerbrandy</b><br><b>ditmarsch</b><br><b>baltag</b><br>provable<br>semantics,"[20, 1]","['ditmarsch', 'bisimilar', 'baltag', 'gerbrandy', 'quantifier', 'quantification', 'provable', 'semantics']",0,1,0.7731032371520996,"['ditmarsch', 'bisimilar', 'baltag', 'gerbrandy']","['quantifier', 'quantification', 'provable', 'semantics']",task_347,mix_20_1_closest,
71269068,annotator_4,False,<b>action</b><br><b>reason</b><br>morality<br><b>obligation</b><br>good<br>deontic<br><b>moral</b><br>normative,[12],"['moral', 'reason', 'action', 'obligation', 'normative', 'good', 'deontic', 'morality']",-1,1,1.0,"['moral', 'reason', 'action', 'obligation']","['normative', 'good', 'deontic', 'morality']",task_187,single,
71268381,annotator_4,False,<b>time</b><br><b>entropy</b><br>velocity<br><b>state</b><br>simultaneity<br>light<br><b>system</b><br>clock,"[14, 35]","['entropy', 'time', 'system', 'state', 'clock', 'velocity', 'light', 'simultaneity']",0,1,0.7353423833847046,"['entropy', 'time', 'system', 'state']","['clock', 'velocity', 'light', 'simultaneity']",task_204,mix_14_35_closest,
71268509,annotator_4,False,russell<br><b>true</b><br><b>predicate</b><br>truth<br><b>prob</b><br>proposition<br><b>amp</b><br>false,"[46, 15]","['amp', 'predicate', 'true', 'prob', 'proposition', 'truth', 'false', 'russell']",0,1,0.7922732830047607,"['amp', 'predicate', 'true', 'prob']","['proposition', 'truth', 'false', 'russell']",task_460,mix_46_15_closest,
71268544,annotator_4,False,<b>justified</b><br><b>justification</b><br>parthood<br>truthmaking<br><b>bivs</b><br><b>reliabilist</b><br>mereological<br>markosian,"[6, 15]","['justified', 'justification', 'reliabilist', 'bivs', 'mereological', 'markosian', 'truthmaking', 'parthood']",0,2,0.7995105981826782,"['justified', 'justification', 'reliabilist', 'bivs']","['mereological', 'markosian', 'truthmaking', 'parthood']",task_333,mix_6_15_closest,
71268217,annotator_4,False,<b>schervish</b><br><b>conditionalization</b><br><b>finetti</b><br>multinomial<br>exchangeable<br><b>jeffrey</b><br>probability<br>inductive,"[8, 13]","['conditionalization', 'finetti', 'schervish', 'jeffrey', 'inductive', 'multinomial', 'probability', 'exchangeable']",0,2,0.8076439499855042,"['conditionalization', 'finetti', 'schervish', 'jeffrey']","['inductive', 'multinomial', 'probability', 'exchangeable']",task_366,mix_8_13_closest,
71268715,annotator_4,False,<b>explanatory</b><br>confirmation<br>raven<br>inductive<br><b>explanation</b><br><b>explanandum</b><br><b>hempel</b><br>induction,"[33, 39]","['explanation', 'explanatory', 'hempel', 'explanandum', 'induction', 'inductive', 'raven', 'confirmation']",0,1,0.8034874200820923,"['explanation', 'explanatory', 'hempel', 'explanandum']","['induction', 'inductive', 'raven', 'confirmation']",task_34,mix_33_39_closest,
71268769,annotator_4,False,oppenheim<br>halonen<br><b>hok</b><br>hempelian<br><b>explanans</b><br>explanan<br><b>explanandum</b><br><b>hempel</b>,[27],"['hempel', 'explanans', 'explanandum', 'hok', 'hempelian', 'halonen', 'oppenheim', 'explanan']",-1,1,1.0,"['hempel', 'explanans', 'explanandum', 'hok']","['hempelian', 'halonen', 'oppenheim', 'explanan']",task_384,single,
71268239,annotator_4,False,<b>explanans</b><br>nonblack<br>nonravens<br>raven<br><b>hempel</b><br><b>hok</b><br>nonraven<br><b>explanandum</b>,"[27, 34]","['hempel', 'explanans', 'explanandum', 'hok', 'nonraven', 'nonravens', 'raven', 'nonblack']",0,1,0.7614699602127075,"['hempel', 'explanans', 'explanandum', 'hok']","['nonraven', 'nonravens', 'raven', 'nonblack']",task_353,mix_27_34_closest,
71268356,annotator_4,False,<b>measurement</b><br>wave<br><b>state</b><br><b>quantum</b><br>mechanic<br>bohr<br>system<br><b>particle</b>,[7],"['quantum', 'measurement', 'state', 'particle', 'wave', 'mechanic', 'system', 'bohr']",-1,1,1.0,"['quantum', 'measurement', 'state', 'particle']","['wave', 'mechanic', 'system', 'bohr']",task_194,single,
71268221,annotator_4,False,<b>clock</b><br><b>einstein</b><br>lorentz<br><b>spacetime</b><br>inertial<br><b>relativity</b><br>velocity<br>space,[0],"['spacetime', 'einstein', 'relativity', 'clock', 'space', 'lorentz', 'velocity', 'inertial']",-1,1,1.0,"['spacetime', 'einstein', 'relativity', 'clock']","['space', 'lorentz', 'velocity', 'inertial']",task_12,single,
71268589,annotator_4,False,<b>measurement</b><br><b>quantity</b><br>unit<br>number<br><b>measure</b><br><b>scale</b><br>numerical<br>length,[34],"['measurement', 'scale', 'measure', 'quantity', 'number', 'numerical', 'length', 'unit']",-1,1,1.0,"['measurement', 'scale', 'measure', 'quantity']","['number', 'numerical', 'length', 'unit']",task_193,single,
71268985,annotator_4,False,<b>causal</b><br><b>causation</b><br>explanation<br>event<br><b>cause</b><br>model<br><b>law</b><br>explanatory,[4],"['causal', 'causation', 'cause', 'law', 'explanation', 'event', 'model', 'explanatory']",-1,1,1.0,"['causal', 'causation', 'cause', 'law']","['explanation', 'event', 'model', 'explanatory']",task_0,single,
71268346,annotator_4,False,<b>kant</b><br><b>newton</b><br>descartes<br>aristotle<br><b>motion</b><br>leibniz<br><b>galileo</b><br>body,[4],"['kant', 'newton', 'motion', 'galileo', 'descartes', 'aristotle', 'leibniz', 'body']",-1,1,1.0,"['kant', 'newton', 'motion', 'galileo']","['descartes', 'aristotle', 'leibniz', 'body']",task_79,single,
71268308,annotator_4,False,<b>iff</b><br>proposition<br><b>amp</b><br>formula<br>logic<br><b>predicate</b><br>modal<br><b>heap</b>,"[12, 32]","['logic', 'modal', 'proposition', 'formula', 'amp', 'predicate', 'heap', 'iff']",0,1,0.8356897830963135,"['logic', 'modal', 'proposition', 'formula']","['amp', 'predicate', 'heap', 'iff']",task_118,mix_12_32_closest,
71269045,annotator_4,False,<b>predicate</b><br>truth<br><b>vague</b><br><b>vagueness</b><br>object<br><b>borderline</b><br>language<br>sentence,"[32, 0]","['vagueness', 'vague', 'borderline', 'predicate', 'sentence', 'language', 'truth', 'object']",0,1,0.7515342235565186,"['vagueness', 'vague', 'borderline', 'predicate']","['sentence', 'language', 'truth', 'object']",task_195,mix_32_0_closest,
71268372,annotator_4,False,quantum<br><b>einstein</b><br><b>relativity</b><br><b>clock</b><br>energy<br><b>spacetime</b><br>particle<br>wave,"[23, 17]","['spacetime', 'einstein', 'clock', 'relativity', 'particle', 'quantum', 'energy', 'wave']",0,1,0.8033390045166016,"['spacetime', 'einstein', 'clock', 'relativity']","['particle', 'quantum', 'energy', 'wave']",task_106,mix_23_17_closest,
71269096,annotator_4,False,brain<br><b>language</b><br>computational<br><b>child</b><br>neural<br><b>chomsky</b><br><b>grammar</b><br>cognitive,"[37, 41]","['chomsky', 'grammar', 'child', 'language', 'cognitive', 'brain', 'neural', 'computational']",0,1,0.772111177444458,"['chomsky', 'grammar', 'child', 'language']","['cognitive', 'brain', 'neural', 'computational']",task_53,mix_37_41_closest,
71268915,annotator_4,False,hypothesis<br><b>state</b><br><b>system</b><br>value<br><b>property</b><br><b>causal</b><br>probability<br>case,"[5, 7]","['probability', 'case', 'value', 'hypothesis', 'property', 'causal', 'state', 'system']",0,1,0.7393535375595093,"['probability', 'case', 'value', 'hypothesis']","['property', 'causal', 'state', 'system']",task_242,mix_5_7_closest,
71269078,annotator_4,False,particle<br>symmetry<br><b>energy</b><br><b>field</b><br><b>qft</b><br><b>electron</b><br>gauge<br>quantum,[8],"['particle', 'gauge', 'symmetry', 'quantum', 'field', 'energy', 'qft', 'electron']",-1,1,1.0,"['particle', 'gauge', 'symmetry', 'quantum']","['field', 'energy', 'qft', 'electron']",task_71,single,
71268906,annotator_4,False,entropy<br><b>lattice</b><br>ergodic<br><b>quantum</b><br><b>logic</b><br><b>boolean</b><br>equilibrium<br>thermodynamic,"[17, 11]","['entropy', 'equilibrium', 'ergodic', 'thermodynamic', 'quantum', 'lattice', 'logic', 'boolean']",0,1,0.7148479223251343,"['entropy', 'equilibrium', 'ergodic', 'thermodynamic']","['quantum', 'lattice', 'logic', 'boolean']",task_60,mix_17_11_closest,
71268512,annotator_4,False,<b>knowledge</b><br>justification<br>doxastic<br>believe<br><b>epistemic</b><br><b>know</b><br><b>warrant</b><br>belief,"[40, 5]","['epistemic', 'knowledge', 'warrant', 'know', 'belief', 'believe', 'doxastic', 'justification']",0,1,0.792711615562439,"['epistemic', 'knowledge', 'warrant', 'know']","['belief', 'believe', 'doxastic', 'justification']",task_434,mix_40_5_closest,
71268980,annotator_4,False,<b>measurement</b><br><b>mechanic</b><br><b>operator</b><br>quantum<br>locality<br>epr<br><b>spin</b><br>bell,"[1, 0]","['bell', 'locality', 'quantum', 'epr', 'spin', 'measurement', 'mechanic', 'operator']",0,1,0.8242645859718323,"['bell', 'locality', 'quantum', 'epr']","['spin', 'measurement', 'mechanic', 'operator']",task_121,mix_1_0_closest,
71268482,annotator_4,False,<b>theory</b><br><b>realist</b><br>theoretical<br>empirical<br><b>scientific</b><br>truth<br><b>realism</b><br>success,[4],"['theory', 'realist', 'scientific', 'realism', 'theoretical', 'empirical', 'truth', 'success']",-1,1,1.0,"['theory', 'realist', 'scientific', 'realism']","['theoretical', 'empirical', 'truth', 'success']",task_416,single,
71268702,annotator_4,False,science<br>model<br><b>study</b><br>use<br><b>scientific</b><br>social<br><b>research</b><br><b>value</b>,[9],"['science', 'social', 'model', 'use', 'research', 'value', 'study', 'scientific']",-1,1,1.0,"['science', 'social', 'model', 'use']","['research', 'value', 'study', 'scientific']",task_243,single,
71268740,annotator_4,False,<b>belief</b><br>scientific<br>science<br>theory<br>use<br><b>epistemic</b><br><b>know</b><br><b>knowledge</b>,"[0, 7]","['theory', 'science', 'scientific', 'use', 'belief', 'knowledge', 'know', 'epistemic']",0,1,0.7993801236152649,"['theory', 'science', 'scientific', 'use']","['belief', 'knowledge', 'know', 'epistemic']",task_154,mix_0_7_closest,
