annotation_id,annotator,id,intruder,is_control_task,model,sentiment,text,word1,word2,word3,word4,word5
71333249,annotator_3,216476849,therapy,,CFMF-emb_51,therapy,8ea6c64c-876f-4bbd-ae35-fa04e16b09e6,lewis,conditionals,therapy,modal,logic
71269754,annotator_0,216476849,therapy,,CFMF-emb_51,therapy,8ea6c64c-876f-4bbd-ae35-fa04e16b09e6,lewis,conditionals,therapy,modal,logic
71221160,annotator_2,216476849,therapy,,CFMF-emb_51,therapy,8ea6c64c-876f-4bbd-ae35-fa04e16b09e6,lewis,conditionals,therapy,modal,logic
71128308,annotator_4,216476849,therapy,,CFMF-emb_51,therapy,8ea6c64c-876f-4bbd-ae35-fa04e16b09e6,lewis,conditionals,therapy,modal,logic
71383502,annotator_1,216476850,slap,,NMF_50,slap,3190c248-e9b3-4eb3-838a-3d59803b34e5,slap,machine,turing,computer,simulation
71338559,annotator_3,216476850,slap,,NMF_50,slap,3190c248-e9b3-4eb3-838a-3d59803b34e5,slap,machine,turing,computer,simulation
71269713,annotator_0,216476850,slap,,NMF_50,slap,3190c248-e9b3-4eb3-838a-3d59803b34e5,slap,machine,turing,computer,simulation
71226882,annotator_2,216476850,slap,,NMF_50,slap,3190c248-e9b3-4eb3-838a-3d59803b34e5,slap,machine,turing,computer,simulation
71129105,annotator_4,216476850,slap,,NMF_50,slap,3190c248-e9b3-4eb3-838a-3d59803b34e5,slap,machine,turing,computer,simulation
71383660,annotator_1,216476851,submit,,CFMF-emb_51,submit,144988ac-52cf-41d7-b3a3-36decb77c64b,science,social,sociology,submit,society
71302271,annotator_3,216476851,submit,,CFMF-emb_51,submit,144988ac-52cf-41d7-b3a3-36decb77c64b,science,social,sociology,submit,society
71269431,annotator_0,216476851,submit,,CFMF-emb_51,submit,144988ac-52cf-41d7-b3a3-36decb77c64b,science,social,sociology,submit,society
71225749,annotator_2,216476851,submit,,CFMF-emb_51,submit,144988ac-52cf-41d7-b3a3-36decb77c64b,science,social,sociology,submit,society
71128561,annotator_4,216476851,submit,,CFMF-emb_51,submit,144988ac-52cf-41d7-b3a3-36decb77c64b,science,social,sociology,submit,society
71383487,annotator_1,216476852,organized,,Top2Vec_25,dostoevsky,ad7ba362-759a-4c18-8410-a021aad761e5,conscience,dostoevsky,spiritual,organized,mankind
71331661,annotator_3,216476852,organized,,Top2Vec_25,organized,ad7ba362-759a-4c18-8410-a021aad761e5,conscience,dostoevsky,spiritual,organized,mankind
71269596,annotator_0,216476852,organized,,Top2Vec_25,organized,ad7ba362-759a-4c18-8410-a021aad761e5,conscience,dostoevsky,spiritual,organized,mankind
71227781,annotator_2,216476852,organized,,Top2Vec_25,dostoevsky,ad7ba362-759a-4c18-8410-a021aad761e5,conscience,dostoevsky,spiritual,organized,mankind
71128451,annotator_4,216476852,organized,,Top2Vec_25,organized,ad7ba362-759a-4c18-8410-a021aad761e5,conscience,dostoevsky,spiritual,organized,mankind
71383090,annotator_1,216476853,loschmidt,,CFMF-emb_51,loschmidt,0ea5c850-6e19-4dfc-b7b5-00efa63ba2fe,spin,loschmidt,quantum,particle,measurement
71330130,annotator_3,216476853,loschmidt,,CFMF-emb_51,spin,0ea5c850-6e19-4dfc-b7b5-00efa63ba2fe,spin,loschmidt,quantum,particle,measurement
71269952,annotator_0,216476853,loschmidt,,CFMF-emb_51,loschmidt,0ea5c850-6e19-4dfc-b7b5-00efa63ba2fe,spin,loschmidt,quantum,particle,measurement
71222157,annotator_2,216476853,loschmidt,,CFMF-emb_51,loschmidt,0ea5c850-6e19-4dfc-b7b5-00efa63ba2fe,spin,loschmidt,quantum,particle,measurement
71129151,annotator_4,216476853,loschmidt,,CFMF-emb_51,loschmidt,0ea5c850-6e19-4dfc-b7b5-00efa63ba2fe,spin,loschmidt,quantum,particle,measurement
71383558,annotator_1,216476854,neopositivism,,BERTopic_54,neopositivism,7afcca9d-9982-4074-900c-0b8621041ef7,neopositivism,newton,galileo,body,motion
71300258,annotator_3,216476854,neopositivism,,BERTopic_54,neopositivism,7afcca9d-9982-4074-900c-0b8621041ef7,neopositivism,newton,galileo,body,motion
71269544,annotator_0,216476854,neopositivism,,BERTopic_54,neopositivism,7afcca9d-9982-4074-900c-0b8621041ef7,neopositivism,newton,galileo,body,motion
71226078,annotator_2,216476854,neopositivism,,BERTopic_54,neopositivism,7afcca9d-9982-4074-900c-0b8621041ef7,neopositivism,newton,galileo,body,motion
71128997,annotator_4,216476854,neopositivism,,BERTopic_54,neopositivism,7afcca9d-9982-4074-900c-0b8621041ef7,neopositivism,newton,galileo,body,motion
71383417,annotator_1,216476855,terribly,,LDA_54,terribly,272a67dc-3d9c-4146-b241-69cd0802d087,terribly,epistemic,believe,knowledge,belief
71334163,annotator_3,216476855,terribly,,LDA_54,terribly,272a67dc-3d9c-4146-b241-69cd0802d087,terribly,epistemic,believe,knowledge,belief
71269494,annotator_0,216476855,terribly,,LDA_54,terribly,272a67dc-3d9c-4146-b241-69cd0802d087,terribly,epistemic,believe,knowledge,belief
71226223,annotator_2,216476855,terribly,,LDA_54,terribly,272a67dc-3d9c-4146-b241-69cd0802d087,terribly,epistemic,believe,knowledge,belief
71129302,annotator_4,216476855,terribly,,LDA_54,terribly,272a67dc-3d9c-4146-b241-69cd0802d087,terribly,epistemic,believe,knowledge,belief
71383959,annotator_1,216476856,automatic,,NMF_10,automatic,eef4fcb2-7f52-4520-a100-0ffef2eb0e75,confirm,evidence,confirmation,hypothesis,automatic
71302023,annotator_3,216476856,automatic,,NMF_10,automatic,eef4fcb2-7f52-4520-a100-0ffef2eb0e75,confirm,evidence,confirmation,hypothesis,automatic
71269587,annotator_0,216476856,automatic,,NMF_10,automatic,eef4fcb2-7f52-4520-a100-0ffef2eb0e75,confirm,evidence,confirmation,hypothesis,automatic
71226537,annotator_2,216476856,automatic,,NMF_10,automatic,eef4fcb2-7f52-4520-a100-0ffef2eb0e75,confirm,evidence,confirmation,hypothesis,automatic
71128979,annotator_4,216476856,automatic,,NMF_10,automatic,eef4fcb2-7f52-4520-a100-0ffef2eb0e75,confirm,evidence,confirmation,hypothesis,automatic
71383469,annotator_1,216476857,indo,,LDA_54,indo,4e1042f5-5411-4573-b9ab-9c811a32177c,philosophy,indo,science,scientific,knowledge
71335207,annotator_3,216476857,indo,,LDA_54,indo,4e1042f5-5411-4573-b9ab-9c811a32177c,philosophy,indo,science,scientific,knowledge
71269559,annotator_0,216476857,indo,,LDA_54,indo,4e1042f5-5411-4573-b9ab-9c811a32177c,philosophy,indo,science,scientific,knowledge
71226243,annotator_2,216476857,indo,,LDA_54,indo,4e1042f5-5411-4573-b9ab-9c811a32177c,philosophy,indo,science,scientific,knowledge
71129101,annotator_4,216476857,indo,,LDA_54,indo,4e1042f5-5411-4573-b9ab-9c811a32177c,philosophy,indo,science,scientific,knowledge
71395856,annotator_3,216476858,forensic,,CFMF_50,forensic,93e46057-79a1-4b55-af94-ef0980734e5e,bayesian,probability,credence,forensic,jeffrey
71381459,annotator_1,216476858,forensic,,CFMF_50,jeffrey,93e46057-79a1-4b55-af94-ef0980734e5e,bayesian,probability,credence,forensic,jeffrey
71296007,annotator_2,216476858,forensic,,CFMF_50,forensic,93e46057-79a1-4b55-af94-ef0980734e5e,bayesian,probability,credence,forensic,jeffrey
71270388,annotator_0,216476858,forensic,,CFMF_50,forensic,93e46057-79a1-4b55-af94-ef0980734e5e,bayesian,probability,credence,forensic,jeffrey
71148045,annotator_4,216476858,forensic,,CFMF_50,jeffrey,93e46057-79a1-4b55-af94-ef0980734e5e,bayesian,probability,credence,forensic,jeffrey
71404869,annotator_3,216476859,utilize,,Top2Vec_25,funding,84765473-2c0f-4d47-a2f5-5f2a4180c2ae,feminist,kourany,utilize,funding,longino
71382311,annotator_1,216476859,utilize,,Top2Vec_25,utilize,84765473-2c0f-4d47-a2f5-5f2a4180c2ae,feminist,kourany,utilize,funding,longino
71295289,annotator_2,216476859,utilize,,Top2Vec_25,funding,84765473-2c0f-4d47-a2f5-5f2a4180c2ae,feminist,kourany,utilize,funding,longino
71270432,annotator_0,216476859,utilize,,Top2Vec_25,utilize,84765473-2c0f-4d47-a2f5-5f2a4180c2ae,feminist,kourany,utilize,funding,longino
71148540,annotator_4,216476859,utilize,,Top2Vec_25,longino,84765473-2c0f-4d47-a2f5-5f2a4180c2ae,feminist,kourany,utilize,funding,longino
71402987,annotator_3,216476860,impartiality,,NMF_25,impartiality,6a63f2b4-5c85-43e3-a710-28a6999ba80b,confirmation,raven,hypothesis,impartiality,evidence
71381777,annotator_1,216476860,impartiality,,NMF_25,raven,6a63f2b4-5c85-43e3-a710-28a6999ba80b,confirmation,raven,hypothesis,impartiality,evidence
71295308,annotator_2,216476860,impartiality,,NMF_25,raven,6a63f2b4-5c85-43e3-a710-28a6999ba80b,confirmation,raven,hypothesis,impartiality,evidence
71270589,annotator_0,216476860,impartiality,,NMF_25,raven,6a63f2b4-5c85-43e3-a710-28a6999ba80b,confirmation,raven,hypothesis,impartiality,evidence
71148169,annotator_4,216476860,impartiality,,NMF_25,raven,6a63f2b4-5c85-43e3-a710-28a6999ba80b,confirmation,raven,hypothesis,impartiality,evidence
71403362,annotator_3,216476861,cooking,,BERTopic_54,cooking,28fb6243-5a05-41e1-947e-0b97084f4705,hypothesis,parsimony,curve,cooking,simplicity
71381645,annotator_1,216476861,cooking,,BERTopic_54,cooking,28fb6243-5a05-41e1-947e-0b97084f4705,hypothesis,parsimony,curve,cooking,simplicity
71294626,annotator_2,216476861,cooking,,BERTopic_54,cooking,28fb6243-5a05-41e1-947e-0b97084f4705,hypothesis,parsimony,curve,cooking,simplicity
71270289,annotator_0,216476861,cooking,,BERTopic_54,cooking,28fb6243-5a05-41e1-947e-0b97084f4705,hypothesis,parsimony,curve,cooking,simplicity
71148208,annotator_4,216476861,cooking,,BERTopic_54,parsimony,28fb6243-5a05-41e1-947e-0b97084f4705,hypothesis,parsimony,curve,cooking,simplicity
71396836,annotator_3,216476862,irreflexive,,NMF_50,irreflexive,8bb094f3-d5d5-4c4c-805a-1d2e68781d4e,mathematical,number,mathematics,proof,irreflexive
71382343,annotator_1,216476862,irreflexive,,NMF_50,irreflexive,8bb094f3-d5d5-4c4c-805a-1d2e68781d4e,mathematical,number,mathematics,proof,irreflexive
71295813,annotator_2,216476862,irreflexive,,NMF_50,irreflexive,8bb094f3-d5d5-4c4c-805a-1d2e68781d4e,mathematical,number,mathematics,proof,irreflexive
71270520,annotator_0,216476862,irreflexive,,NMF_50,irreflexive,8bb094f3-d5d5-4c4c-805a-1d2e68781d4e,mathematical,number,mathematics,proof,irreflexive
71148603,annotator_4,216476862,irreflexive,,NMF_50,irreflexive,8bb094f3-d5d5-4c4c-805a-1d2e68781d4e,mathematical,number,mathematics,proof,irreflexive
71396814,annotator_3,216476863,mafi,,LDA_25,mafi,d6dc1e7e-ce3a-40a2-96aa-f65a3056ba00,cognitive,state,experience,mafi,mental
71382233,annotator_1,216476863,mafi,,LDA_25,mafi,d6dc1e7e-ce3a-40a2-96aa-f65a3056ba00,cognitive,state,experience,mafi,mental
71294571,annotator_2,216476863,mafi,,LDA_25,mafi,d6dc1e7e-ce3a-40a2-96aa-f65a3056ba00,cognitive,state,experience,mafi,mental
71270605,annotator_0,216476863,mafi,,LDA_25,state,d6dc1e7e-ce3a-40a2-96aa-f65a3056ba00,cognitive,state,experience,mafi,mental
71148090,annotator_4,216476863,mafi,,LDA_25,mafi,d6dc1e7e-ce3a-40a2-96aa-f65a3056ba00,cognitive,state,experience,mafi,mental
71395104,annotator_3,216476864,isolate,,CFMF_50,isolate,20c9ca8d-b13b-4a4f-80c3-422fdec74442,hempel,explanation,isolate,explanatory,explanandum
71382198,annotator_1,216476864,isolate,,CFMF_50,isolate,20c9ca8d-b13b-4a4f-80c3-422fdec74442,hempel,explanation,isolate,explanatory,explanandum
71295351,annotator_2,216476864,isolate,,CFMF_50,isolate,20c9ca8d-b13b-4a4f-80c3-422fdec74442,hempel,explanation,isolate,explanatory,explanandum
71270575,annotator_0,216476864,isolate,,CFMF_50,isolate,20c9ca8d-b13b-4a4f-80c3-422fdec74442,hempel,explanation,isolate,explanatory,explanandum
71147934,annotator_4,216476864,isolate,,CFMF_50,hempel,20c9ca8d-b13b-4a4f-80c3-422fdec74442,hempel,explanation,isolate,explanatory,explanandum
71405983,annotator_3,216476865,run,,CFMF_25,run,c4d0d87d-40e9-4642-9e14-cf434481d32b,carnap,neurath,schlick,run,language
71366130,annotator_1,216476865,run,,CFMF_25,run,c4d0d87d-40e9-4642-9e14-cf434481d32b,carnap,neurath,schlick,run,language
71295017,annotator_2,216476865,run,,CFMF_25,run,c4d0d87d-40e9-4642-9e14-cf434481d32b,carnap,neurath,schlick,run,language
71270525,annotator_0,216476865,run,,CFMF_25,run,c4d0d87d-40e9-4642-9e14-cf434481d32b,carnap,neurath,schlick,run,language
71148488,annotator_4,216476865,run,,CFMF_25,run,c4d0d87d-40e9-4642-9e14-cf434481d32b,carnap,neurath,schlick,run,language
71401581,annotator_3,216476866,communicator,,BERTopic_54,witness,e87f0262-6c49-44d1-81e4-8fa35f83ecf1,coherence,communicator,measure,witness,probability
71382181,annotator_1,216476866,communicator,,BERTopic_54,communicator,e87f0262-6c49-44d1-81e4-8fa35f83ecf1,coherence,communicator,measure,witness,probability
71294909,annotator_2,216476866,communicator,,BERTopic_54,witness,e87f0262-6c49-44d1-81e4-8fa35f83ecf1,coherence,communicator,measure,witness,probability
71270556,annotator_0,216476866,communicator,,BERTopic_54,probability,e87f0262-6c49-44d1-81e4-8fa35f83ecf1,coherence,communicator,measure,witness,probability
71148172,annotator_4,216476866,communicator,,BERTopic_54,communicator,e87f0262-6c49-44d1-81e4-8fa35f83ecf1,coherence,communicator,measure,witness,probability
71401638,annotator_3,216476867,pity,,Top2Vec_25,pity,22f8bc0f-dfb4-458d-856e-0ded8a779b50,semantics,quantifier,quantification,provable,pity
71381554,annotator_1,216476867,pity,,Top2Vec_25,pity,22f8bc0f-dfb4-458d-856e-0ded8a779b50,semantics,quantifier,quantification,provable,pity
71294483,annotator_2,216476867,pity,,Top2Vec_25,pity,22f8bc0f-dfb4-458d-856e-0ded8a779b50,semantics,quantifier,quantification,provable,pity
71270387,annotator_0,216476867,pity,,Top2Vec_25,pity,22f8bc0f-dfb4-458d-856e-0ded8a779b50,semantics,quantifier,quantification,provable,pity
71148354,annotator_4,216476867,pity,,Top2Vec_25,pity,22f8bc0f-dfb4-458d-856e-0ded8a779b50,semantics,quantifier,quantification,provable,pity
71402631,annotator_3,216476868,imperfect,,CFMF_50,amp,0e4f4e79-0805-4d5c-9e59-b26e4903f177,imperfect,heap,predicate,amp,iff
71382359,annotator_1,216476868,imperfect,,CFMF_50,amp,0e4f4e79-0805-4d5c-9e59-b26e4903f177,imperfect,heap,predicate,amp,iff
71296050,annotator_2,216476868,imperfect,,CFMF_50,iff,0e4f4e79-0805-4d5c-9e59-b26e4903f177,imperfect,heap,predicate,amp,iff
71270308,annotator_0,216476868,imperfect,,CFMF_50,amp,0e4f4e79-0805-4d5c-9e59-b26e4903f177,imperfect,heap,predicate,amp,iff
71148404,annotator_4,216476868,imperfect,,CFMF_50,amp,0e4f4e79-0805-4d5c-9e59-b26e4903f177,imperfect,heap,predicate,amp,iff
71399531,annotator_3,216476869,wandschneider,,LDA_25,wandschneider,a3b29f72-35f9-4c79-8baf-af9fb0f1976c,wandschneider,research,scientific,science,social
71381971,annotator_1,216476869,wandschneider,,LDA_25,wandschneider,a3b29f72-35f9-4c79-8baf-af9fb0f1976c,wandschneider,research,scientific,science,social
71294890,annotator_2,216476869,wandschneider,,LDA_25,wandschneider,a3b29f72-35f9-4c79-8baf-af9fb0f1976c,wandschneider,research,scientific,science,social
71270396,annotator_0,216476869,wandschneider,,LDA_25,wandschneider,a3b29f72-35f9-4c79-8baf-af9fb0f1976c,wandschneider,research,scientific,science,social
71147950,annotator_4,216476869,wandschneider,,LDA_25,wandschneider,a3b29f72-35f9-4c79-8baf-af9fb0f1976c,wandschneider,research,scientific,science,social
71404794,annotator_3,216476870,electricity,,BERTopic_10,electricity,dd89b4ba-ccd4-4a9d-bb5a-c54ad298395b,strategy,player,moral,game,electricity
71366075,annotator_1,216476870,electricity,,BERTopic_10,electricity,dd89b4ba-ccd4-4a9d-bb5a-c54ad298395b,strategy,player,moral,game,electricity
71295794,annotator_2,216476870,electricity,,BERTopic_10,electricity,dd89b4ba-ccd4-4a9d-bb5a-c54ad298395b,strategy,player,moral,game,electricity
71270571,annotator_0,216476870,electricity,,BERTopic_10,electricity,dd89b4ba-ccd4-4a9d-bb5a-c54ad298395b,strategy,player,moral,game,electricity
71147928,annotator_4,216476870,electricity,,BERTopic_10,electricity,dd89b4ba-ccd4-4a9d-bb5a-c54ad298395b,strategy,player,moral,game,electricity
71405928,annotator_3,216476871,track,,CFMF-emb_51,track,7f01d56d-7b78-4be4-b6ef-5723a8a7d95b,track,causation,event,cause,causal
71381729,annotator_1,216476871,track,,CFMF-emb_51,track,7f01d56d-7b78-4be4-b6ef-5723a8a7d95b,track,causation,event,cause,causal
71295331,annotator_2,216476871,track,,CFMF-emb_51,track,7f01d56d-7b78-4be4-b6ef-5723a8a7d95b,track,causation,event,cause,causal
71270471,annotator_0,216476871,track,,CFMF-emb_51,track,7f01d56d-7b78-4be4-b6ef-5723a8a7d95b,track,causation,event,cause,causal
71148544,annotator_4,216476871,track,,CFMF-emb_51,track,7f01d56d-7b78-4be4-b6ef-5723a8a7d95b,track,causation,event,cause,causal
71396608,annotator_3,216476872,arousal,,LDA_25,arousal,111a3395-47c8-4b36-947b-89226d41fb0a,concept,arousal,species,kind,specie
71382370,annotator_1,216476872,arousal,,LDA_25,arousal,111a3395-47c8-4b36-947b-89226d41fb0a,concept,arousal,species,kind,specie
71296013,annotator_2,216476872,arousal,,LDA_25,arousal,111a3395-47c8-4b36-947b-89226d41fb0a,concept,arousal,species,kind,specie
71270269,annotator_0,216476872,arousal,,LDA_25,arousal,111a3395-47c8-4b36-947b-89226d41fb0a,concept,arousal,species,kind,specie
71148281,annotator_4,216476872,arousal,,LDA_25,arousal,111a3395-47c8-4b36-947b-89226d41fb0a,concept,arousal,species,kind,specie
71398234,annotator_3,216476873,immodest,,BERTopic_54,immodest,99338536-e0b9-4e8f-b0c2-0b63c5cb3b8d,immodest,cell,biology,life,organism
71381757,annotator_1,216476873,immodest,,BERTopic_54,immodest,99338536-e0b9-4e8f-b0c2-0b63c5cb3b8d,immodest,cell,biology,life,organism
71294506,annotator_2,216476873,immodest,,BERTopic_54,immodest,99338536-e0b9-4e8f-b0c2-0b63c5cb3b8d,immodest,cell,biology,life,organism
71270295,annotator_0,216476873,immodest,,BERTopic_54,immodest,99338536-e0b9-4e8f-b0c2-0b63c5cb3b8d,immodest,cell,biology,life,organism
71148479,annotator_4,216476873,immodest,,BERTopic_54,immodest,99338536-e0b9-4e8f-b0c2-0b63c5cb3b8d,immodest,cell,biology,life,organism
71405831,annotator_3,216476874,eklund,,NMF_50,eklund,33c2361e-65f7-4610-9a4e-665b2a70c568,event,eklund,temporal,world,time
71381486,annotator_1,216476874,eklund,,NMF_50,eklund,33c2361e-65f7-4610-9a4e-665b2a70c568,event,eklund,temporal,world,time
71295378,annotator_2,216476874,eklund,,NMF_50,eklund,33c2361e-65f7-4610-9a4e-665b2a70c568,event,eklund,temporal,world,time
71270335,annotator_0,216476874,eklund,,NMF_50,eklund,33c2361e-65f7-4610-9a4e-665b2a70c568,event,eklund,temporal,world,time
71147591,annotator_4,216476874,eklund,,NMF_50,eklund,33c2361e-65f7-4610-9a4e-665b2a70c568,event,eklund,temporal,world,time
71400415,annotator_3,216476875,gate,,CFMF_25,gate,964f4745-c3c1-4980-af7b-45c106470316,particle,energy,wave,quantum,gate
71366080,annotator_1,216476875,gate,,CFMF_25,gate,964f4745-c3c1-4980-af7b-45c106470316,particle,energy,wave,quantum,gate
71296048,annotator_2,216476875,gate,,CFMF_25,gate,964f4745-c3c1-4980-af7b-45c106470316,particle,energy,wave,quantum,gate
71270526,annotator_0,216476875,gate,,CFMF_25,gate,964f4745-c3c1-4980-af7b-45c106470316,particle,energy,wave,quantum,gate
71148117,annotator_4,216476875,gate,,CFMF_25,gate,964f4745-c3c1-4980-af7b-45c106470316,particle,energy,wave,quantum,gate
71402515,annotator_3,216476876,darkness,,Top2Vec_48,darkness,72057b3f-9ff5-45ec-9d6b-a7d5be56e91a,finetti,conditionalization,schervish,darkness,jeffrey
71381716,annotator_1,216476876,darkness,,Top2Vec_48,darkness,72057b3f-9ff5-45ec-9d6b-a7d5be56e91a,finetti,conditionalization,schervish,darkness,jeffrey
71295270,annotator_2,216476876,darkness,,Top2Vec_48,darkness,72057b3f-9ff5-45ec-9d6b-a7d5be56e91a,finetti,conditionalization,schervish,darkness,jeffrey
71270536,annotator_0,216476876,darkness,,Top2Vec_48,darkness,72057b3f-9ff5-45ec-9d6b-a7d5be56e91a,finetti,conditionalization,schervish,darkness,jeffrey
71147957,annotator_4,216476876,darkness,,Top2Vec_48,jeffrey,72057b3f-9ff5-45ec-9d6b-a7d5be56e91a,finetti,conditionalization,schervish,darkness,jeffrey
71403229,annotator_3,216476877,terrorist,,BERTopic_54,terrorist,6e41ea16-6c3f-4ff7-adbb-6f108ea60079,simultaneity,clock,terrorist,velocity,light
71382503,annotator_1,216476877,terrorist,,BERTopic_54,terrorist,6e41ea16-6c3f-4ff7-adbb-6f108ea60079,simultaneity,clock,terrorist,velocity,light
71295256,annotator_2,216476877,terrorist,,BERTopic_54,terrorist,6e41ea16-6c3f-4ff7-adbb-6f108ea60079,simultaneity,clock,terrorist,velocity,light
71270636,annotator_0,216476877,terrorist,,BERTopic_54,terrorist,6e41ea16-6c3f-4ff7-adbb-6f108ea60079,simultaneity,clock,terrorist,velocity,light
71148570,annotator_4,216476877,terrorist,,BERTopic_54,terrorist,6e41ea16-6c3f-4ff7-adbb-6f108ea60079,simultaneity,clock,terrorist,velocity,light
71400025,annotator_3,216476878,dunn,,CFMF_50,lottery,f1f7a5e7-203d-4914-ac6d-66a7bcaa9918,aggregation,lottery,warrant,dretske,dunn
71382040,annotator_1,216476878,dunn,,CFMF_50,dretske,f1f7a5e7-203d-4914-ac6d-66a7bcaa9918,aggregation,lottery,warrant,dretske,dunn
71296046,annotator_2,216476878,dunn,,CFMF_50,aggregation,f1f7a5e7-203d-4914-ac6d-66a7bcaa9918,aggregation,lottery,warrant,dretske,dunn
71270503,annotator_0,216476878,dunn,,CFMF_50,lottery,f1f7a5e7-203d-4914-ac6d-66a7bcaa9918,aggregation,lottery,warrant,dretske,dunn
71148372,annotator_4,216476878,dunn,,CFMF_50,dretske,f1f7a5e7-203d-4914-ac6d-66a7bcaa9918,aggregation,lottery,warrant,dretske,dunn
71398552,annotator_3,216476879,critique,,CFMF-emb_51,critique,fe1b4dd6-4e5c-4dbf-a713-7a0691e5e258,critique,predicate,truth,sentence,language
71382283,annotator_1,216476879,critique,,CFMF-emb_51,critique,fe1b4dd6-4e5c-4dbf-a713-7a0691e5e258,critique,predicate,truth,sentence,language
71294918,annotator_2,216476879,critique,,CFMF-emb_51,critique,fe1b4dd6-4e5c-4dbf-a713-7a0691e5e258,critique,predicate,truth,sentence,language
71270638,annotator_0,216476879,critique,,CFMF-emb_51,critique,fe1b4dd6-4e5c-4dbf-a713-7a0691e5e258,critique,predicate,truth,sentence,language
71148421,annotator_4,216476879,critique,,CFMF-emb_51,critique,fe1b4dd6-4e5c-4dbf-a713-7a0691e5e258,critique,predicate,truth,sentence,language
71403472,annotator_3,216476880,nagelian,,Top2Vec_48,nagelian,fc41fd82-e449-47cb-bf24-f5771b96e747,sociology,nagelian,mankind,philosophic,society
71381608,annotator_1,216476880,nagelian,,Top2Vec_48,nagelian,fc41fd82-e449-47cb-bf24-f5771b96e747,sociology,nagelian,mankind,philosophic,society
71295965,annotator_2,216476880,nagelian,,Top2Vec_48,nagelian,fc41fd82-e449-47cb-bf24-f5771b96e747,sociology,nagelian,mankind,philosophic,society
71270594,annotator_0,216476880,nagelian,,Top2Vec_48,philosophic,fc41fd82-e449-47cb-bf24-f5771b96e747,sociology,nagelian,mankind,philosophic,society
71148305,annotator_4,216476880,nagelian,,Top2Vec_48,nagelian,fc41fd82-e449-47cb-bf24-f5771b96e747,sociology,nagelian,mankind,philosophic,society
71403410,annotator_3,216476881,augustine,,CFMF_25,augustine,39ae9f02-90f1-44c9-8a2b-5a8858f2ecba,probability,augustine,chance,bayesian,frequency
71382498,annotator_1,216476881,augustine,,CFMF_25,augustine,39ae9f02-90f1-44c9-8a2b-5a8858f2ecba,probability,augustine,chance,bayesian,frequency
71295946,annotator_2,216476881,augustine,,CFMF_25,augustine,39ae9f02-90f1-44c9-8a2b-5a8858f2ecba,probability,augustine,chance,bayesian,frequency
71270646,annotator_0,216476881,augustine,,CFMF_25,augustine,39ae9f02-90f1-44c9-8a2b-5a8858f2ecba,probability,augustine,chance,bayesian,frequency
71148464,annotator_4,216476881,augustine,,CFMF_25,augustine,39ae9f02-90f1-44c9-8a2b-5a8858f2ecba,probability,augustine,chance,bayesian,frequency
71398322,annotator_3,216476882,neisser,,LDA_54,neisser,5e4b70b1-e72c-427e-b8f4-b114bc4373a0,neisser,galileo,newton,earth,light
71381612,annotator_1,216476882,neisser,,LDA_54,neisser,5e4b70b1-e72c-427e-b8f4-b114bc4373a0,neisser,galileo,newton,earth,light
71295815,annotator_2,216476882,neisser,,LDA_54,neisser,5e4b70b1-e72c-427e-b8f4-b114bc4373a0,neisser,galileo,newton,earth,light
71270584,annotator_0,216476882,neisser,,LDA_54,neisser,5e4b70b1-e72c-427e-b8f4-b114bc4373a0,neisser,galileo,newton,earth,light
71148531,annotator_4,216476882,neisser,,LDA_54,neisser,5e4b70b1-e72c-427e-b8f4-b114bc4373a0,neisser,galileo,newton,earth,light
71403069,annotator_3,216476883,mortgage,,CFMF_25,mortgage,e492e54b-36ea-4ed0-bf39-c47dfa73707b,normative,moral,norm,judgment,mortgage
71382065,annotator_1,216476883,mortgage,,CFMF_25,mortgage,e492e54b-36ea-4ed0-bf39-c47dfa73707b,normative,moral,norm,judgment,mortgage
71294552,annotator_2,216476883,mortgage,,CFMF_25,mortgage,e492e54b-36ea-4ed0-bf39-c47dfa73707b,normative,moral,norm,judgment,mortgage
71270641,annotator_0,216476883,mortgage,,CFMF_25,mortgage,e492e54b-36ea-4ed0-bf39-c47dfa73707b,normative,moral,norm,judgment,mortgage
71148383,annotator_4,216476883,mortgage,,CFMF_25,mortgage,e492e54b-36ea-4ed0-bf39-c47dfa73707b,normative,moral,norm,judgment,mortgage
71396288,annotator_3,216476884,efface,,LDA_54,efface,d600fd74-29f7-4744-a47e-a540a33eb34d,state,efface,quantum,system,measurement
71381468,annotator_1,216476884,efface,,LDA_54,efface,d600fd74-29f7-4744-a47e-a540a33eb34d,state,efface,quantum,system,measurement
71296076,annotator_2,216476884,efface,,LDA_54,efface,d600fd74-29f7-4744-a47e-a540a33eb34d,state,efface,quantum,system,measurement
71270645,annotator_0,216476884,efface,,LDA_54,efface,d600fd74-29f7-4744-a47e-a540a33eb34d,state,efface,quantum,system,measurement
71148522,annotator_4,216476884,efface,,LDA_54,efface,d600fd74-29f7-4744-a47e-a540a33eb34d,state,efface,quantum,system,measurement
71399961,annotator_3,216476885,impression,,CFMF_10,game,72bef852-cddf-4da2-ad28-ed9fd42dbff5,game,belief,agent,epistemic,impression
71382367,annotator_1,216476885,impression,,CFMF_10,impression,72bef852-cddf-4da2-ad28-ed9fd42dbff5,game,belief,agent,epistemic,impression
71294868,annotator_2,216476885,impression,,CFMF_10,impression,72bef852-cddf-4da2-ad28-ed9fd42dbff5,game,belief,agent,epistemic,impression
