,id,is_control_task,mixed_set,mixed_topics,mixed_words,quartile,similarity,task_id,topic1_words,topic2_words,model
76,216871441,,<b>action</b><br><b>reason</b><br>morality<br><b>obligation</b><br>good<br>deontic<br><b>moral</b><br>normative,[12],"['moral', 'reason', 'action', 'obligation', 'normative', 'good', 'deontic', 'morality']",-1,1.0,single,"['moral', 'reason', 'action', 'obligation']","['normative', 'good', 'deontic', 'morality']",BERTopic_54
77,216871442,,<b>time</b><br><b>entropy</b><br>velocity<br><b>state</b><br>simultaneity<br>light<br><b>system</b><br>clock,"[14, 35]","['entropy', 'time', 'system', 'state', 'clock', 'velocity', 'light', 'simultaneity']",0,0.7353423833847046,mix_14_35_closest,"['entropy', 'time', 'system', 'state']","['clock', 'velocity', 'light', 'simultaneity']",BERTopic_54
78,216871443,,russell<br><b>true</b><br><b>predicate</b><br>truth<br><b>prob</b><br>proposition<br><b>amp</b><br>false,"[46, 15]","['amp', 'predicate', 'true', 'prob', 'proposition', 'truth', 'false', 'russell']",0,0.7922732830047607,mix_46_15_closest,"['amp', 'predicate', 'true', 'prob']","['proposition', 'truth', 'false', 'russell']",NMF_50
79,216871444,,<b>justified</b><br><b>justification</b><br>parthood<br>truthmaking<br><b>bivs</b><br><b>reliabilist</b><br>mereological<br>markosian,"[6, 15]","['justified', 'justification', 'reliabilist', 'bivs', 'mereological', 'markosian', 'truthmaking', 'parthood']",0,0.7995105981826782,mix_6_15_closest,"['justified', 'justification', 'reliabilist', 'bivs']","['mereological', 'markosian', 'truthmaking', 'parthood']",Top2Vec_25
80,216871445,,<b>schervish</b><br><b>conditionalization</b><br><b>finetti</b><br>multinomial<br>exchangeable<br><b>jeffrey</b><br>probability<br>inductive,"[8, 13]","['conditionalization', 'finetti', 'schervish', 'jeffrey', 'inductive', 'multinomial', 'probability', 'exchangeable']",0,0.8076439499855042,mix_8_13_closest,"['conditionalization', 'finetti', 'schervish', 'jeffrey']","['inductive', 'multinomial', 'probability', 'exchangeable']",Top2Vec_48
81,216871446,,<b>explanatory</b><br>confirmation<br>raven<br>inductive<br><b>explanation</b><br><b>explanandum</b><br><b>hempel</b><br>induction,"[33, 39]","['explanation', 'explanatory', 'hempel', 'explanandum', 'induction', 'inductive', 'raven', 'confirmation']",0,0.8034874200820923,mix_33_39_closest,"['explanation', 'explanatory', 'hempel', 'explanandum']","['induction', 'inductive', 'raven', 'confirmation']",CFMF-emb_51
82,216871447,,oppenheim<br>halonen<br><b>hok</b><br>hempelian<br><b>explanans</b><br>explanan<br><b>explanandum</b><br><b>hempel</b>,[27],"['hempel', 'explanans', 'explanandum', 'hok', 'hempelian', 'halonen', 'oppenheim', 'explanan']",-1,1.0,single,"['hempel', 'explanans', 'explanandum', 'hok']","['hempelian', 'halonen', 'oppenheim', 'explanan']",Top2Vec_48
83,216871448,,<b>explanans</b><br>nonblack<br>nonravens<br>raven<br><b>hempel</b><br><b>hok</b><br>nonraven<br><b>explanandum</b>,"[27, 34]","['hempel', 'explanans', 'explanandum', 'hok', 'nonraven', 'nonravens', 'raven', 'nonblack']",0,0.7614699602127075,mix_27_34_closest,"['hempel', 'explanans', 'explanandum', 'hok']","['nonraven', 'nonravens', 'raven', 'nonblack']",Top2Vec_48
84,216871449,,<b>measurement</b><br>wave<br><b>state</b><br><b>quantum</b><br>mechanic<br>bohr<br>system<br><b>particle</b>,[7],"['quantum', 'measurement', 'state', 'particle', 'wave', 'mechanic', 'system', 'bohr']",-1,1.0,single,"['quantum', 'measurement', 'state', 'particle']","['wave', 'mechanic', 'system', 'bohr']",BERTopic_54
85,216871450,,<b>clock</b><br><b>einstein</b><br>lorentz<br><b>spacetime</b><br>inertial<br><b>relativity</b><br>velocity<br>space,[0],"['spacetime', 'einstein', 'relativity', 'clock', 'space', 'lorentz', 'velocity', 'inertial']",-1,1.0,single,"['spacetime', 'einstein', 'relativity', 'clock']","['space', 'lorentz', 'velocity', 'inertial']",CFMF-emb_24
86,216871451,,<b>measurement</b><br><b>quantity</b><br>unit<br>number<br><b>measure</b><br><b>scale</b><br>numerical<br>length,[34],"['measurement', 'scale', 'measure', 'quantity', 'number', 'numerical', 'length', 'unit']",-1,1.0,single,"['measurement', 'scale', 'measure', 'quantity']","['number', 'numerical', 'length', 'unit']",BERTopic_54
87,216871452,,<b>causal</b><br><b>causation</b><br>explanation<br>event<br><b>cause</b><br>model<br><b>law</b><br>explanatory,[4],"['causal', 'causation', 'cause', 'law', 'explanation', 'event', 'model', 'explanatory']",-1,1.0,single,"['causal', 'causation', 'cause', 'law']","['explanation', 'event', 'model', 'explanatory']",CFMF-emb_10
88,216871453,,<b>kant</b><br><b>newton</b><br>descartes<br>aristotle<br><b>motion</b><br>leibniz<br><b>galileo</b><br>body,[4],"['kant', 'newton', 'motion', 'galileo', 'descartes', 'aristotle', 'leibniz', 'body']",-1,1.0,single,"['kant', 'newton', 'motion', 'galileo']","['descartes', 'aristotle', 'leibniz', 'body']",CFMF_10
89,216871454,,<b>iff</b><br>proposition<br><b>amp</b><br>formula<br>logic<br><b>predicate</b><br>modal<br><b>heap</b>,"[12, 32]","['logic', 'modal', 'proposition', 'formula', 'amp', 'predicate', 'heap', 'iff']",0,0.8356897830963135,mix_12_32_closest,"['logic', 'modal', 'proposition', 'formula']","['amp', 'predicate', 'heap', 'iff']",CFMF_50
90,216871455,,<b>predicate</b><br>truth<br><b>vague</b><br><b>vagueness</b><br>object<br><b>borderline</b><br>language<br>sentence,"[32, 0]","['vagueness', 'vague', 'borderline', 'predicate', 'sentence', 'language', 'truth', 'object']",0,0.7515342235565186,mix_32_0_closest,"['vagueness', 'vague', 'borderline', 'predicate']","['sentence', 'language', 'truth', 'object']",BERTopic_54
91,216871456,,quantum<br><b>einstein</b><br><b>relativity</b><br><b>clock</b><br>energy<br><b>spacetime</b><br>particle<br>wave,"[23, 17]","['spacetime', 'einstein', 'clock', 'relativity', 'particle', 'quantum', 'energy', 'wave']",0,0.8033390045166016,mix_23_17_closest,"['spacetime', 'einstein', 'clock', 'relativity']","['particle', 'quantum', 'energy', 'wave']",CFMF_25
92,216871457,,brain<br><b>language</b><br>computational<br><b>child</b><br>neural<br><b>chomsky</b><br><b>grammar</b><br>cognitive,"[37, 41]","['chomsky', 'grammar', 'child', 'language', 'cognitive', 'brain', 'neural', 'computational']",0,0.772111177444458,mix_37_41_closest,"['chomsky', 'grammar', 'child', 'language']","['cognitive', 'brain', 'neural', 'computational']",CFMF-emb_51
93,216871458,,hypothesis<br><b>state</b><br><b>system</b><br>value<br><b>property</b><br><b>causal</b><br>probability<br>case,"[5, 7]","['probability', 'case', 'value', 'hypothesis', 'property', 'causal', 'state', 'system']",0,0.7393535375595093,mix_5_7_closest,"['probability', 'case', 'value', 'hypothesis']","['property', 'causal', 'state', 'system']",LDA_10
94,216871459,,particle<br>symmetry<br><b>energy</b><br><b>field</b><br><b>qft</b><br><b>electron</b><br>gauge<br>quantum,[8],"['particle', 'gauge', 'symmetry', 'quantum', 'field', 'energy', 'qft', 'electron']",-1,1.0,single,"['particle', 'gauge', 'symmetry', 'quantum']","['field', 'energy', 'qft', 'electron']",CFMF-emb_51
95,216871460,,entropy<br><b>lattice</b><br>ergodic<br><b>quantum</b><br><b>logic</b><br><b>boolean</b><br>equilibrium<br>thermodynamic,"[17, 11]","['entropy', 'equilibrium', 'ergodic', 'thermodynamic', 'quantum', 'lattice', 'logic', 'boolean']",0,0.7148479223251343,mix_17_11_closest,"['entropy', 'equilibrium', 'ergodic', 'thermodynamic']","['quantum', 'lattice', 'logic', 'boolean']",CFMF-emb_51
96,216871461,,<b>knowledge</b><br>justification<br>doxastic<br>believe<br><b>epistemic</b><br><b>know</b><br><b>warrant</b><br>belief,"[40, 5]","['epistemic', 'knowledge', 'warrant', 'know', 'belief', 'believe', 'doxastic', 'justification']",0,0.792711615562439,mix_40_5_closest,"['epistemic', 'knowledge', 'warrant', 'know']","['belief', 'believe', 'doxastic', 'justification']",NMF_50
97,216871462,,<b>measurement</b><br><b>mechanic</b><br><b>operator</b><br>quantum<br>locality<br>epr<br><b>spin</b><br>bell,"[1, 0]","['bell', 'locality', 'quantum', 'epr', 'spin', 'measurement', 'mechanic', 'operator']",0,0.8242645859718323,mix_1_0_closest,"['bell', 'locality', 'quantum', 'epr']","['spin', 'measurement', 'mechanic', 'operator']",CFMF_50
98,216871463,,<b>theory</b><br><b>realist</b><br>theoretical<br>empirical<br><b>scientific</b><br>truth<br><b>realism</b><br>success,[4],"['theory', 'realist', 'scientific', 'realism', 'theoretical', 'empirical', 'truth', 'success']",-1,1.0,single,"['theory', 'realist', 'scientific', 'realism']","['theoretical', 'empirical', 'truth', 'success']",NMF_25
99,216871464,,science<br>model<br><b>study</b><br>use<br><b>scientific</b><br>social<br><b>research</b><br><b>value</b>,[9],"['science', 'social', 'model', 'use', 'research', 'value', 'study', 'scientific']",-1,1.0,single,"['science', 'social', 'model', 'use']","['research', 'value', 'study', 'scientific']",LDA_10
100,216871465,,<b>belief</b><br>scientific<br>science<br>theory<br>use<br><b>epistemic</b><br><b>know</b><br><b>knowledge</b>,"[0, 7]","['theory', 'science', 'scientific', 'use', 'belief', 'knowledge', 'know', 'epistemic']",0,0.7993801236152649,mix_0_7_closest,"['theory', 'science', 'scientific', 'use']","['belief', 'knowledge', 'know', 'epistemic']",BERTopic_10
101,216871467,,sentence<br>truth<br>predicate<br>true<br><b>false</b><br><b>russell</b><br><b>wittgenstein</b><br><b>proposition</b>,"[11, 15]","['sentence', 'truth', 'true', 'predicate', 'proposition', 'false', 'wittgenstein', 'russell']",0,0.8046035766601562,mix_11_15_closest,"['sentence', 'truth', 'true', 'predicate']","['proposition', 'false', 'wittgenstein', 'russell']",NMF_50
102,216871468,,<b>prerequisite</b><br>sneed<br>sneedian<br><b>methodical</b><br><b>tubingen</b><br><b>mafistab</b><br>mpp<br>balzer,"[11, 32]","['prerequisite', 'methodical', 'mafistab', 'tubingen', 'sneed', 'sneedian', 'mpp', 'balzer']",0,0.7807415127754211,mix_11_32_closest,"['prerequisite', 'methodical', 'mafistab', 'tubingen']","['sneed', 'sneedian', 'mpp', 'balzer']",Top2Vec_48
103,216871469,,<b>reversal</b><br><b>thermodynamic</b><br>system<br>state<br>entropy<br><b>energy</b><br>time<br><b>equilibrium</b>,[14],"['entropy', 'time', 'system', 'state', 'equilibrium', 'reversal', 'energy', 'thermodynamic']",-1,1.0,single,"['entropy', 'time', 'system', 'state']","['equilibrium', 'reversal', 'energy', 'thermodynamic']",BERTopic_54
104,216871470,,thermodynamic<br>equilibrium<br><b>ergodic</b><br>entropy<br><b>gas</b><br><b>phase</b><br><b>thermodynamics</b><br>boltzmann,[5],"['entropy', 'equilibrium', 'boltzmann', 'thermodynamic', 'thermodynamics', 'ergodic', 'gas', 'phase']",-1,1.0,single,"['entropy', 'equilibrium', 'boltzmann', 'thermodynamic']","['thermodynamics', 'ergodic', 'gas', 'phase']",CFMF_50
105,216871471,,law<br><b>evidence</b><br><b>confirm</b><br>explanation<br><b>hypothesis</b><br><b>confirmation</b><br>causal<br>cause,"[7, 9]","['causal', 'cause', 'explanation', 'law', 'hypothesis', 'confirmation', 'evidence', 'confirm']",0,0.6856385469436646,mix_7_9_closest,"['causal', 'cause', 'explanation', 'law']","['hypothesis', 'confirmation', 'evidence', 'confirm']",NMF_10
106,216871472,,<b>realist</b><br><b>world</b><br><b>realism</b><br>true<br>fraassen<br>entity<br>van<br><b>truth</b>,[42],"['realist', 'realism', 'truth', 'world', 'fraassen', 'van', 'entity', 'true']",-1,1.0,single,"['realist', 'realism', 'truth', 'world']","['fraassen', 'van', 'entity', 'true']",NMF_50
107,216871473,,lemma<br><b>proof</b><br><b>mathematics</b><br>theorem<br>formula<br><b>mathematician</b><br><b>mathematical</b><br>axiom,"[3, 21]","['axiom', 'lemma', 'theorem', 'formula', 'mathematics', 'mathematical', 'mathematician', 'proof']",0,0.8108820915222168,mix_3_21_closest,"['axiom', 'lemma', 'theorem', 'formula']","['mathematics', 'mathematical', 'mathematician', 'proof']",CFMF_50
108,216871474,,target<br><b>use</b><br><b>representation</b><br>model<br><b>represent</b><br>simulation<br><b>structure</b><br>climate,[6],"['model', 'simulation', 'target', 'climate', 'representation', 'structure', 'represent', 'use']",-1,1.0,single,"['model', 'simulation', 'target', 'climate']","['representation', 'structure', 'represent', 'use']",NMF_50
109,216871476,,theory<br><b>target</b><br><b>representation</b><br>sentence<br><b>system</b><br>term<br>theoretical<br><b>model</b>,"[9, 10]","['model', 'representation', 'target', 'system', 'theory', 'theoretical', 'term', 'sentence']",0,0.7782979011535645,mix_9_10_closest,"['model', 'representation', 'target', 'system']","['theory', 'theoretical', 'term', 'sentence']",BERTopic_54
110,216871477,,<b>laudan</b><br><b>lakatos</b><br>nma<br>realist<br><b>kuhnian</b><br><b>kuhn</b><br>pessimistic<br>antirealists,"[10, 14]","['laudan', 'kuhn', 'kuhnian', 'lakatos', 'realist', 'pessimistic', 'antirealists', 'nma']",0,0.7505638599395752,mix_10_14_closest,"['laudan', 'kuhn', 'kuhnian', 'lakatos']","['realist', 'pessimistic', 'antirealists', 'nma']",Top2Vec_25
111,216871478,,<b>agent</b><br><b>game</b><br>mental<br>brain<br>causal<br><b>epistemic</b><br>causation<br><b>belief</b>,"[6, 1]","['causal', 'causation', 'mental', 'brain', 'belief', 'agent', 'epistemic', 'game']",0,0.6565797328948975,mix_6_1_closest,"['causal', 'causation', 'mental', 'brain']","['belief', 'agent', 'epistemic', 'game']",CFMF_10
112,216871479,,representation<br>mechanism<br><b>object</b><br>system<br><b>perception</b><br>cognitive<br><b>experience</b><br><b>perceptual</b>,"[49, 12]","['cognitive', 'mechanism', 'system', 'representation', 'experience', 'perception', 'object', 'perceptual']",0,0.7238104343414307,mix_49_12_closest,"['cognitive', 'mechanism', 'system', 'representation']","['experience', 'perception', 'object', 'perceptual']",NMF_50
113,216871480,,<b>proposition</b><br><b>space</b><br>lattice<br>boolean<br>quantum<br><b>algebra</b><br><b>classical</b><br>logic,[43],"['quantum', 'logic', 'lattice', 'boolean', 'classical', 'algebra', 'proposition', 'space']",-1,1.0,single,"['quantum', 'logic', 'lattice', 'boolean']","['classical', 'algebra', 'proposition', 'space']",BERTopic_54
114,216871481,,<b>scientific</b><br><b>explanation</b><br>system<br>space<br>time<br><b>science</b><br>theory<br><b>law</b>,"[4, 2]","['time', 'theory', 'system', 'space', 'law', 'scientific', 'science', 'explanation']",0,0.7414394617080688,mix_4_2_closest,"['time', 'theory', 'system', 'space']","['law', 'scientific', 'science', 'explanation']",LDA_10
115,216871482,,<b>simulation</b><br>target<br><b>representation</b><br><b>model</b><br>datum<br>equation<br>idealization<br><b>climate</b>,[7],"['model', 'simulation', 'representation', 'climate', 'target', 'datum', 'idealization', 'equation']",-1,1.0,single,"['model', 'simulation', 'representation', 'climate']","['target', 'datum', 'idealization', 'equation']",CFMF-emb_24
116,216871483,,mathematics<br><b>proof</b><br>number<br><b>set</b><br><b>theorem</b><br>mathematical<br>geometry<br><b>axiom</b>,"[3, 43]","['set', 'axiom', 'theorem', 'proof', 'mathematics', 'mathematical', 'geometry', 'number']",0,0.7706343531608582,mix_3_43_closest,"['set', 'axiom', 'theorem', 'proof']","['mathematics', 'mathematical', 'geometry', 'number']",NMF_50
117,216873189,,dog<br>cat<br><b>horse</b><br><b>cow</b><br><b>sheep</b><br><b>goat</b><br>donkey<br>pig,[-10],,-10,1.0,control,['dog' 'cat' 'horse' 'cow'] ['sheep' 'goat' 'donkey' 'pig'],['dog' 'cat' 'horse' 'cow' 'sheep' 'goat' 'donkey' 'pig'],CONTROL
118,216873190,,<b>apple</b><br><b>pear</b><br>orange<br>grape<br><b>peach</b><br><b>plum</b><br>melon<br>kiwi,[-10],,-10,1.0,control,['apple' 'pear' 'orange' 'grape'] ['peach' 'plum' 'melon' 'kiwi'],['apple' 'pear' 'orange' 'grape' 'peach' 'plum' 'melon' 'kiwi'],CONTROL
119,216873191,,<b>doctor</b><br><b>nurse</b><br><b>surgeon</b><br><b>therapist</b><br>rose<br>tulip<br>lily<br>daisy,[-20],,-20,0.0,control,['doctor' 'nurse' 'surgeon' 'therapist'] ['rose' 'tulip' 'lily' 'daisy'],['doctor' 'nurse' 'surgeon' 'therapist' 'rose' 'tulip' 'lily' 'daisy'],CONTROL
120,216873192,,<b>notebook</b><br><b>pencil</b><br><b>eraser</b><br>football<br><b>pen</b><br>tennis<br>basketball<br>chess,[-20],,-20,0.0,control,['notebook' 'pen' 'pencil' 'eraser'] ['football' 'tennis' 'basketball' 'chess'],['notebook' 'pen' 'pencil' 'eraser' 'football' 'tennis' 'basketball' 'chess'],CONTROL
