id,is_control_task,mixed_set,mixed_topics,mixed_words,quartile,similarity,task_id,topic1_words,topic2_words,model
216476378,,<b>sign</b><br><b>language</b><br>utterance<br><b>sentence</b><br>semantic<br>speaker<br><b>meaning</b><br>predicate,"[20, 40]","['language', 'sign', 'meaning', 'sentence', 'predicate', 'utterance', 'speaker', 'semantic']",0,0.7504122853279114,mix_20_40_closest,"['language', 'sign', 'meaning', 'sentence']","['predicate', 'utterance', 'speaker', 'semantic']",CFMF-emb_51
216476379,,<b>culture</b><br>rationality<br><b>science</b><br><b>social</b><br>scientific<br><b>society</b><br>lakatos<br>laudan,"[37, 33]","['social', 'science', 'society', 'culture', 'laudan', 'lakatos', 'rationality', 'scientific']",0,0.7205655574798584,mix_37_33_closest,"['social', 'science', 'society', 'culture']","['laudan', 'lakatos', 'rationality', 'scientific']",CFMF_50
216476380,,<b>science</b><br><b>scientific</b><br>believe<br><b>explanation</b><br>knowledge<br>case<br><b>theory</b><br>belief,"[2, 3]","['theory', 'scientific', 'science', 'explanation', 'belief', 'knowledge', 'case', 'believe']",0,0.7913351655006409,mix_2_3_closest,"['theory', 'scientific', 'science', 'explanation']","['belief', 'knowledge', 'case', 'believe']",LDA_10
216476381,,<b>player</b><br><b>payoff</b><br>agent<br><b>preference</b><br>strategy<br>equilibrium<br>utility<br><b>game</b>,[48],"['player', 'game', 'preference', 'payoff', 'agent', 'equilibrium', 'utility', 'strategy']",-1,1.0,single,"['player', 'game', 'preference', 'payoff']","['agent', 'equilibrium', 'utility', 'strategy']",CFMF-emb_51
216476382,,<b>popper</b><br>realism<br>van<br><b>miller</b><br><b>verisimilitude</b><br>realist<br>fraassen<br><b>lakatos</b>,"[12, 3]","['realist', 'realism', 'fraassen', 'van', 'popper', 'verisimilitude', 'miller', 'lakatos']",0,0.7844347953796387,mix_12_3_closest,"['realist', 'realism', 'fraassen', 'van']","['popper', 'verisimilitude', 'miller', 'lakatos']",CFMF_25
216476383,,<b>measurement</b><br>system<br>classical<br><b>mechanic</b><br><b>quantum</b><br>operator<br><b>state</b><br>spin,[13],"['quantum', 'measurement', 'state', 'mechanic', 'system', 'classical', 'spin', 'operator']",-1,1.0,single,"['quantum', 'measurement', 'state', 'mechanic']","['system', 'classical', 'spin', 'operator']",NMF_50
216476384,,<b>quine</b><br><b>language</b><br>speaker<br><b>sentence</b><br>semantic<br><b>predicate</b><br>truth<br>carnap,[0],"['sentence', 'language', 'predicate', 'quine', 'carnap', 'speaker', 'truth', 'semantic']",-1,1.0,single,"['sentence', 'language', 'predicate', 'quine']","['carnap', 'speaker', 'truth', 'semantic']",CFMF_10
216476385,,<b>wittgenstein</b><br>perceptual<br><b>emotion</b><br><b>pain</b><br><b>russell</b><br>perception<br>visual<br>color,"[11, 8]","['visual', 'perception', 'perceptual', 'color', 'wittgenstein', 'emotion', 'russell', 'pain']",0,0.6702311038970947,mix_11_8_closest,"['visual', 'perception', 'perceptual', 'color']","['wittgenstein', 'emotion', 'russell', 'pain']",CFMF_25
216476386,,<b>supervenience</b><br><b>reduction</b><br>mental<br>artefact<br><b>emergent</b><br>belief<br><b>emergence</b><br>intentional,"[29, 18]","['intentional', 'mental', 'artefact', 'belief', 'supervenience', 'emergent', 'emergence', 'reduction']",0,0.7646723985671997,mix_29_18_closest,"['intentional', 'mental', 'artefact', 'belief']","['supervenience', 'emergent', 'emergence', 'reduction']",CFMF_50
216476387,,explanatory<br>law<br><b>event</b><br>explanation<br><b>causation</b><br>hempel<br><b>cause</b><br><b>causal</b>,"[5, 9]","['causal', 'causation', 'cause', 'event', 'explanation', 'law', 'explanatory', 'hempel']",0,0.7441803216934204,mix_5_9_closest,"['causal', 'causation', 'cause', 'event']","['explanation', 'law', 'explanatory', 'hempel']",CFMF-emb_24
216476388,,preference<br><b>rule</b><br>agent<br>decision<br>utility<br><b>inference</b><br><b>argument</b><br><b>conclusion</b>,"[51, 43]","['decision', 'agent', 'utility', 'preference', 'argument', 'rule', 'inference', 'conclusion']",0,0.7427263259887695,mix_51_43_closest,"['decision', 'agent', 'utility', 'preference']","['argument', 'rule', 'inference', 'conclusion']",LDA_54
216476389,,<b>equilibria</b><br>payoff<br>replicator<br><b>receiver</b><br><b>game</b><br>sender<br><b>signalers</b><br>huttegger,[44],"['replicator', 'payoff', 'sender', 'huttegger', 'signalers', 'receiver', 'equilibria', 'game']",-1,1.0,single,"['replicator', 'payoff', 'sender', 'huttegger']","['signalers', 'receiver', 'equilibria', 'game']",Top2Vec_48
216476390,,<b>form</b><br>predicate<br>object<br><b>individual</b><br>sentence<br><b>expression</b><br>term<br><b>type</b>,[38],"['predicate', 'object', 'sentence', 'term', 'form', 'expression', 'individual', 'type']",-1,1.0,single,"['predicate', 'object', 'sentence', 'term']","['form', 'expression', 'individual', 'type']",LDA_54
216476391,,selection<br>gene<br><b>individual</b><br><b>trait</b><br><b>group</b><br><b>evolutionary</b><br>population<br>fitness,[8],"['selection', 'population', 'gene', 'fitness', 'trait', 'individual', 'group', 'evolutionary']",-1,1.0,single,"['selection', 'population', 'gene', 'fitness']","['trait', 'individual', 'group', 'evolutionary']",LDA_54
216476392,,<b>cognitive</b><br>brain<br><b>representation</b><br>process<br><b>system</b><br><b>mechanism</b><br>function<br>behavior,[49],"['cognitive', 'mechanism', 'system', 'representation', 'brain', 'function', 'behavior', 'process']",-1,1.0,single,"['cognitive', 'mechanism', 'system', 'representation']","['brain', 'function', 'behavior', 'process']",NMF_50
216476393,,<b>selection</b><br><b>population</b><br>individual<br>evolution<br><b>evolutionary</b><br>fitness<br><b>gene</b><br>trait,[4],"['selection', 'population', 'evolutionary', 'gene', 'individual', 'evolution', 'fitness', 'trait']",-1,1.0,single,"['selection', 'population', 'evolutionary', 'gene']","['individual', 'evolution', 'fitness', 'trait']",LDA_25
216476394,,nominalist<br>maddy<br><b>putnam</b><br>realist<br><b>mathematical</b><br>colyvan<br><b>indispensability</b><br><b>mathematics</b>,[27],"['mathematics', 'mathematical', 'indispensability', 'putnam', 'realist', 'maddy', 'nominalist', 'colyvan']",-1,1.0,single,"['mathematics', 'mathematical', 'indispensability', 'putnam']","['realist', 'maddy', 'nominalist', 'colyvan']",CFMF-emb_51
216476395,,causal<br>causation<br><b>effect</b><br><b>variable</b><br><b>case</b><br><b>condition</b><br>cause<br>event,[8],"['causal', 'cause', 'causation', 'event', 'variable', 'effect', 'case', 'condition']",-1,1.0,single,"['causal', 'cause', 'causation', 'event']","['variable', 'effect', 'case', 'condition']",BERTopic_25
216476396,,<b>taxon</b><br><b>cell</b><br>gene<br><b>biological</b><br>organism<br>species<br><b>evolutionary</b><br>specie,[20],"['gene', 'organism', 'specie', 'species', 'biological', 'evolutionary', 'cell', 'taxon']",-1,1.0,single,"['gene', 'organism', 'specie', 'species']","['biological', 'evolutionary', 'cell', 'taxon']",NMF_25
216476397,,<b>agent</b><br>utility<br><b>decision</b><br>act<br><b>action</b><br><b>game</b><br>value<br>choice,[3],"['action', 'agent', 'decision', 'game', 'value', 'choice', 'act', 'utility']",-1,1.0,single,"['action', 'agent', 'decision', 'game']","['value', 'choice', 'act', 'utility']",LDA_25
216476398,,<b>bohr</b><br>operator<br><b>wave</b><br>measurement<br><b>particle</b><br>mechanic<br><b>electron</b><br>quantum,"[0, 2]","['quantum', 'measurement', 'mechanic', 'operator', 'particle', 'wave', 'bohr', 'electron']",0,0.8453702926635742,mix_0_2_closest,"['quantum', 'measurement', 'mechanic', 'operator']","['particle', 'wave', 'bohr', 'electron']",CFMF_50
216476399,,psychological<br><b>disease</b><br>behavior<br>state<br><b>patient</b><br>mental<br><b>normal</b><br><b>effect</b>,"[1, 37]","['patient', 'disease', 'effect', 'normal', 'mental', 'behavior', 'state', 'psychological']",0,0.6660082936286926,mix_1_37_closest,"['patient', 'disease', 'effect', 'normal']","['mental', 'behavior', 'state', 'psychological']",LDA_54
216476400,,population<br><b>game</b><br><b>preference</b><br>selection<br><b>agent</b><br><b>player</b><br>gene<br>organism,"[8, 9]","['gene', 'organism', 'selection', 'population', 'agent', 'player', 'game', 'preference']",0,0.6576431393623352,mix_8_9_closest,"['gene', 'organism', 'selection', 'population']","['agent', 'player', 'game', 'preference']",CFMF-emb_10
216476401,,<b>use</b><br><b>science</b><br>sentence<br><b>theory</b><br>language<br><b>scientific</b><br>term<br>truth,[0],"['theory', 'science', 'scientific', 'use', 'truth', 'sentence', 'term', 'language']",-1,1.0,single,"['theory', 'science', 'scientific', 'use']","['truth', 'sentence', 'term', 'language']",BERTopic_10
216476402,,<b>cause</b><br>variable<br><b>causation</b><br><b>causal</b><br>intervention<br>causally<br>effect<br><b>event</b>,[7],"['causal', 'cause', 'causation', 'event', 'variable', 'intervention', 'effect', 'causally']",-1,1.0,single,"['causal', 'cause', 'causation', 'event']","['variable', 'intervention', 'effect', 'causally']",NMF_25
216476403,,object<br><b>definition</b><br>property<br><b>kind</b><br>relation<br><b>concept</b><br><b>term</b><br>world,"[34, 7]","['concept', 'term', 'kind', 'definition', 'world', 'object', 'relation', 'property']",0,0.7526206970214844,mix_34_7_closest,"['concept', 'term', 'kind', 'definition']","['world', 'object', 'relation', 'property']",LDA_54
216476404,,<b>confirm</b><br>epistemic<br>belief<br><b>raven</b><br><b>hypothesis</b><br>justification<br><b>confirmation</b><br>doxastic,"[20, 16]","['belief', 'epistemic', 'justification', 'doxastic', 'confirmation', 'raven', 'confirm', 'hypothesis']",0,0.7639936208724976,mix_20_16_closest,"['belief', 'epistemic', 'justification', 'doxastic']","['confirmation', 'raven', 'confirm', 'hypothesis']",CFMF_25
216476405,,dostoevsky<br>conscience<br><b>mathematicall</b><br>spiritual<br><b>newton</b><br>mankind<br><b>descartes</b><br><b>seventeenth</b>,"[2, 13]","['seventeenth', 'newton', 'descartes', 'mathematicall', 'spiritual', 'conscience', 'dostoevsky', 'mankind']",0,0.7155621647834778,mix_2_13_closest,"['seventeenth', 'newton', 'descartes', 'mathematicall']","['spiritual', 'conscience', 'dostoevsky', 'mankind']",Top2Vec_25
216476406,,<b>category</b><br><b>natural</b><br><b>animal</b><br>specie<br>concept<br>species<br><b>different</b><br>kind,[22],"['concept', 'kind', 'specie', 'species', 'natural', 'category', 'different', 'animal']",-1,1.0,single,"['concept', 'kind', 'specie', 'species']","['natural', 'category', 'different', 'animal']",LDA_25
216476407,,credence<br><b>proposition</b><br>agent<br><b>epistemic</b><br><b>justification</b><br><b>knowledge</b><br>belief<br>probability,"[18, 22]","['probability', 'agent', 'credence', 'belief', 'proposition', 'epistemic', 'justification', 'knowledge']",0,0.789238691329956,mix_18_22_closest,"['probability', 'agent', 'credence', 'belief']","['proposition', 'epistemic', 'justification', 'knowledge']",CFMF-emb_24
216476408,,explanation<br>explanatory<br><b>explanans</b><br>hempel<br><b>reduction</b><br>law<br><b>explanandum</b><br><b>causal</b>,[9],"['explanation', 'law', 'explanatory', 'hempel', 'explanandum', 'causal', 'explanans', 'reduction']",-1,1.0,single,"['explanation', 'law', 'explanatory', 'hempel']","['explanandum', 'causal', 'explanans', 'reduction']",CFMF-emb_24
216476409,,agent<br><b>group</b><br><b>value</b><br>preference<br><b>individual</b><br><b>social</b><br>utility<br>decision,"[52, 51]","['social', 'individual', 'group', 'value', 'decision', 'agent', 'utility', 'preference']",0,0.6916775107383728,mix_52_51_closest,"['social', 'individual', 'group', 'value']","['decision', 'agent', 'utility', 'preference']",LDA_54
216476410,,physical<br><b>state</b><br><b>mental</b><br>system<br><b>property</b><br>object<br><b>cognitive</b><br>experience,[2],"['mental', 'property', 'state', 'cognitive', 'physical', 'object', 'system', 'experience']",-1,1.0,single,"['mental', 'property', 'state', 'cognitive']","['physical', 'object', 'system', 'experience']",BERTopic_25
216476412,,quantum<br>lattice<br>boolean<br>logic<br><b>measurement</b><br><b>spin</b><br><b>particle</b><br><b>wave</b>,"[11, 30]","['quantum', 'lattice', 'logic', 'boolean', 'wave', 'measurement', 'particle', 'spin']",0,0.8364719152450562,mix_11_30_closest,"['quantum', 'lattice', 'logic', 'boolean']","['wave', 'measurement', 'particle', 'spin']",CFMF-emb_51
216476413,,<b>norm</b><br><b>good</b><br>reason<br>moral<br>action<br><b>intention</b><br>agent<br><b>act</b>,[14],"['action', 'agent', 'reason', 'moral', 'act', 'norm', 'intention', 'good']",-1,1.0,single,"['action', 'agent', 'reason', 'moral']","['act', 'norm', 'intention', 'good']",LDA_54
216476414,,<b>neural</b><br><b>processing</b><br>neuroscientists<br>cortical<br><b>neuroscience</b><br>neuron<br><b>cortex</b><br>parietal,[4],"['neural', 'processing', 'neuroscience', 'cortex', 'neuroscientists', 'cortical', 'neuron', 'parietal']",-1,1.0,single,"['neural', 'processing', 'neuroscience', 'cortex']","['neuroscientists', 'cortical', 'neuron', 'parietal']",Top2Vec_25
216476415,,<b>amp</b><br><b>predicate</b><br>probability<br>sentence<br><b>iff</b><br>lemma<br>erotetic<br><b>heap</b>,[32],"['amp', 'predicate', 'heap', 'iff', 'sentence', 'probability', 'erotetic', 'lemma']",-1,1.0,single,"['amp', 'predicate', 'heap', 'iff']","['sentence', 'probability', 'erotetic', 'lemma']",CFMF_50
216476416,,<b>axiom</b><br>predicate<br>language<br>sentence<br>quine<br><b>proof</b><br><b>logic</b><br><b>mathematics</b>,"[0, 3]","['sentence', 'language', 'predicate', 'quine', 'axiom', 'mathematics', 'logic', 'proof']",0,0.7399568557739258,mix_0_3_closest,"['sentence', 'language', 'predicate', 'quine']","['axiom', 'mathematics', 'logic', 'proof']",CFMF_10
216476417,,utterance<br><b>meaning</b><br><b>sentence</b><br>content<br><b>word</b><br>context<br><b>language</b><br>speaker,"[36, 46]","['language', 'sentence', 'meaning', 'word', 'context', 'content', 'speaker', 'utterance']",0,0.7953248023986816,mix_36_46_closest,"['language', 'sentence', 'meaning', 'word']","['context', 'content', 'speaker', 'utterance']",LDA_54
216476418,,<b>conditional</b><br>conditionals<br>modal<br><b>world</b><br><b>semantics</b><br>lewis<br><b>sentence</b><br>logic,[44],"['modal', 'conditionals', 'lewis', 'logic', 'sentence', 'world', 'conditional', 'semantics']",-1,1.0,single,"['modal', 'conditionals', 'lewis', 'logic']","['sentence', 'world', 'conditional', 'semantics']",CFMF-emb_51
216476419,,likelihood<br><b>confirmation</b><br>statistician<br><b>shogenji</b><br><b>meijs</b><br>spanos<br>neyman<br><b>fitelson</b>,"[28, 29]","['neyman', 'statistician', 'spanos', 'likelihood', 'fitelson', 'shogenji', 'meijs', 'confirmation']",0,0.8038465976715088,mix_28_29_closest,"['neyman', 'statistician', 'spanos', 'likelihood']","['fitelson', 'shogenji', 'meijs', 'confirmation']",Top2Vec_48
216876792,,dog<br>cat<br><b>horse</b><br><b>cow</b><br><b>sheep</b><br><b>goat</b><br>donkey<br>pig,[-10],,-10,1.0,control,['dog' 'cat' 'horse' 'cow'] ['sheep' 'goat' 'donkey' 'pig'],['dog' 'cat' 'horse' 'cow' 'sheep' 'goat' 'donkey' 'pig'],CONTROL
216876793,,<b>apple</b><br><b>pear</b><br>orange<br>grape<br><b>peach</b><br><b>plum</b><br>melon<br>kiwi,[-10],,-10,1.0,control,['apple' 'pear' 'orange' 'grape'] ['peach' 'plum' 'melon' 'kiwi'],['apple' 'pear' 'orange' 'grape' 'peach' 'plum' 'melon' 'kiwi'],CONTROL
216876794,,<b>doctor</b><br><b>nurse</b><br><b>surgeon</b><br><b>therapist</b><br>rose<br>tulip<br>lily<br>daisy,[-20],,-20,0.0,control,['doctor' 'nurse' 'surgeon' 'therapist'] ['rose' 'tulip' 'lily' 'daisy'],['doctor' 'nurse' 'surgeon' 'therapist' 'rose' 'tulip' 'lily' 'daisy'],CONTROL
216876795,,<b>notebook</b><br><b>pencil</b><br><b>eraser</b><br>football<br><b>pen</b><br>tennis<br>basketball<br>chess,[-20],,-20,0.0,control,['notebook' 'pen' 'pencil' 'eraser'] ['football' 'tennis' 'basketball' 'chess'],['notebook' 'pen' 'pencil' 'eraser' 'football' 'tennis' 'basketball' 'chess'],CONTROL
